code,label,source,n_pairs,mort_t,mort_c,diff,ci_lo,ci_hi,p_perm,stability,subsample_lo,subsample_hi,hb_mean,hb_p50,q_fdr,diff_pp,ci_lo_pp,ci_hi_pp,abs_diff_pp,robust
C2_renal_disease_mean_lactate_max_high,Cluster 2 | renal disease > 0 and lactate max > mediana_cluster (1.6),comorb_lab_vital,722,0.3878116343490305,0.4709141274238227,-0.08310249307479224,-0.13576869806094183,-0.03462603878116344,0.007481296758104738,1.0,-0.10821799307958478,-0.06055363321799308,8.281994459833795,7.9,0.018700090548691456,-8.31,-13.58,-3.46,8.31,True
C2_diabetes_with_cc_mean_resp_rate_min_high_hb_med,Cluster 2 | diabetes with cc > 0 and resp rate min > mediana_cluster (14.5) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,193,0.37823834196891193,0.46113989637305697,-0.08290155440414508,-0.17098445595854922,0.010362694300518135,0.11221945137157108,1.0,-0.1284090909090909,-0.03896103896103896,7.166321243523315,7.2,0.19212643521030087,-8.29,-17.1,1.04,8.29,False
C1_cerebrovascular_disease_mean_heart_rate_slope_high_hb_med,Cluster 1 | cerebrovascular disease > 0 and heart rate slope > mediana_cluster (-3.75e-05) and hemoglobin_min <= mediana_hb_cluster (7.3),comorb_lab_vital,133,0.5864661654135338,0.5037593984962406,0.08270676691729323,-0.03759398496240601,0.20300751879699247,0.28428927680798005,0.996,0.02830188679245283,0.1509433962264151,6.657142857142856,6.8,0.40146895968076,8.27,-3.76,20.3,8.27,False
C2_diabetes_without_cc_mean_glucose_lab_std_high,Cluster 2 | diabetes without cc > 0 and glucose lab std > mediana_cluster (0),comorb_lab_vital,714,0.484593837535014,0.4019607843137255,0.08263305322128851,0.0350140056022409,0.131687675070028,0.0024937655860349127,1.0,0.05643607705779335,0.1085814360770578,8.21358543417367,7.9,0.007232651509057269,8.26,3.5,13.17,8.26,True
C2_diabetes_with_cc_mean_lactate_std_high_hb_med,Cluster 2 | diabetes with cc > 0 and lactate std > mediana_cluster (0.183) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,242,0.34297520661157027,0.4256198347107438,-0.08264462809917356,-0.16942148760330578,-0.008264462809917356,0.0798004987531172,1.0,-0.12371134020618557,-0.041237113402061855,7.324793388429752,7.4,0.1454349384523948,-8.26,-16.94,-0.83,8.26,False
C2_cerebrovascular_disease_mean_sbp_mean_high,Cluster 2 | cerebrovascular disease > 0 and sbp mean > mediana_cluster (118),comorb_lab_vital,413,0.39951573849878935,0.48184019370460046,-0.08232445520581114,-0.150181598062954,-0.014467312348668337,0.032418952618453865,1.0,-0.11515151515151516,-0.05454545454545454,9.64358353510896,8.6,0.06619892114174303,-8.23,-15.02,-1.45,8.23,False
C2_cerebrovascular_disease_mean_sbp_pre_mean_high,Cluster 2 | cerebrovascular disease > 0 and sbp pre mean > mediana_cluster (118),comorb_lab_vital,413,0.39951573849878935,0.48184019370460046,-0.08232445520581114,-0.14769975786924938,-0.01694915254237288,0.014962593516209476,1.0,-0.1175,-0.051515151515151514,9.64358353510896,8.6,0.033966346566636205,-8.23,-14.77,-1.69,8.23,True
C2_diabetes_without_cc_mean_spo2_slope_high,Cluster 2 | diabetes without cc > 0 and spo2 slope > mediana_cluster (0.00052),comorb_lab_vital,802,0.35037406483790523,0.43266832917705733,-0.08229426433915212,-0.12976932668329177,-0.03612842892768083,0.004987531172069825,1.0,-0.1043613707165109,-0.059190031152647975,9.17643391521197,8.3,0.01315378221113882,-8.23,-12.98,-3.61,8.23,True
C2_congestive_heart_failure_mean_dbp_mean_high,Cluster 2 | congestive heart failure > 0 and dbp mean > mediana_cluster (68.6),comorb_lab_vital,853,0.3516998827667057,0.43376318874560377,-0.08206330597889801,-0.13012895662368112,-0.035140679953106706,0.0024937655860349127,1.0,-0.10263929618768329,-0.06304985337243402,9.531184056271982,8.4,0.007232651509057269,-8.21,-13.01,-3.51,8.21,True
C2_congestive_heart_failure_mean_dbp_pre_mean_high,Cluster 2 | congestive heart failure > 0 and dbp pre mean > mediana_cluster (68.6),comorb_lab_vital,853,0.3516998827667057,0.43376318874560377,-0.08206330597889801,-0.12192262602579132,-0.038686987104337635,0.007481296758104738,1.0,-0.10703812316715543,-0.060117302052785926,9.531184056271982,8.4,0.018700090548691456,-8.21,-12.19,-3.87,8.21,True
C2_renal_disease_mean_platelets_max_high,Cluster 2 | renal disease > 0 and platelets max > mediana_cluster (250),comorb_lab_vital,195,0.5333333333333333,0.4512820512820513,0.08205128205128205,-0.015512820512820507,0.16935897435897426,0.14463840399002495,0.996,0.038461538461538464,0.12676282051282053,7.740512820512821,7.5,0.23881031977651865,8.21,-1.55,16.94,8.21,False
C2_severe_liver_disease_mean_glucose_vital_mean_high_hb_med,Cluster 2 | severe liver disease > 0 and glucose vital mean > mediana_cluster (121) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,134,0.5671641791044776,0.48507462686567165,0.08208955223880597,-0.037499999999999985,0.1865671641791045,0.24688279301745636,0.996,0.028037383177570093,0.14018691588785046,7.1671641791044784,7.2,0.3587175547907899,8.21,-3.75,18.66,8.21,False
C1_cerebrovascular_disease_mean_bilirubin_total_max_high,Cluster 1 | cerebrovascular disease > 0 and bilirubin total max > mediana_cluster (0.7),comorb_lab_vital,122,0.639344262295082,0.5573770491803278,0.08196721311475409,-0.04118852459016392,0.19672131147540983,0.24438902743142144,1.0,0.030612244897959183,0.15076530612244904,7.3745901639344265,7.2,0.35649077895232417,8.2,-4.12,19.67,8.2,False
C2_cerebrovascular_disease_mean_heart_rate_max_high,Cluster 2 | cerebrovascular disease > 0 and heart rate max > mediana_cluster (89),comorb_lab_vital,317,0.5078864353312302,0.42586750788643535,0.08201892744479496,0.00946372239747634,0.15149842271293368,0.04488778054862843,1.0,0.040255905511811026,0.1220472440944882,8.982965299684542,8.1,0.08872887734029351,8.2,0.95,15.15,8.2,False
C1_diabetes_without_cc_mean_resp_rate_median_high_hb_med,Cluster 1 | diabetes without cc > 0 and resp rate median > mediana_cluster (20) and hemoglobin_min <= mediana_hb_cluster (7.3),comorb_lab_vital,159,0.5849056603773585,0.5031446540880503,0.08176100628930817,-0.04418238993710691,0.1825471698113206,0.18453865336658354,0.996,0.023622047244094488,0.13996062992125988,6.732704402515723,6.8,0.28847533431962774,8.18,-4.42,18.25,8.18,False
C1_renal_disease_mean_temperature_std_high_hb_med,Cluster 1 | renal disease > 0 and temperature std > mediana_cluster (0.354) and hemoglobin_min <= mediana_hb_cluster (7.3),comorb_lab_vital,159,0.6540880503144654,0.5723270440251572,0.08176100628930817,-0.006446540880503136,0.18238993710691823,0.1770573566084788,1.0,0.031496062992125984,0.13385826771653545,6.696226415094339,6.8,0.27883714281176036,8.18,-0.64,18.24,8.18,False
C2_diabetes_without_cc_mean_resp_rate_std_high_hb_med,Cluster 2 | diabetes without cc > 0 and resp rate std > mediana_cluster (1.95) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,465,0.4752688172043011,0.3935483870967742,0.08172043010752689,0.021505376344086023,0.15698924731182795,0.0199501246882793,1.0,0.0456989247311828,0.11021505376344086,7.3331182795698915,7.4,0.04342774757896162,8.17,2.15,15.7,8.17,True
C1_diabetes_with_cc_mean_mbp_max_high,Cluster 1 | diabetes with cc > 0 and mbp max > mediana_cluster (100),comorb_lab_vital,147,0.46258503401360546,0.54421768707483,-0.08163265306122448,-0.19727891156462585,0.027210884353741496,0.17955112219451372,1.0,-0.1271186440677966,-0.027330508474576225,7.139455782312925,6.9,0.28171770468065693,-8.16,-19.73,2.72,8.16,False
C2_renal_disease_mean_creatinine_std_high,Cluster 2 | renal disease > 0 and creatinine std > mediana_cluster (0.0486),comorb_lab_vital,931,0.47368421052631576,0.3920515574650913,0.08163265306122448,0.033216970998925885,0.12462406015037591,0.0024937655860349127,1.0,0.05936241610738255,0.10171140939597316,7.9263157894736835,7.6,0.007232651509057269,8.16,3.32,12.46,8.16,True
C2_renal_disease_mean_lactate_mean_high_hb_med,Cluster 2 | renal disease > 0 and lactate mean > mediana_cluster (1.34) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,515,0.3825242718446602,0.4640776699029126,-0.08155339805825243,-0.1436893203883495,-0.02330097087378641,0.017456359102244388,1.0,-0.10679611650485436,-0.05339805825242718,7.3912621359223305,7.4,0.038767228634999325,-8.16,-14.37,-2.33,8.16,True
C2_renal_disease_mean_lactate_pre_mean_high_hb_med,Cluster 2 | renal disease > 0 and lactate pre mean > mediana_cluster (1.34) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,515,0.3825242718446602,0.4640776699029126,-0.08155339805825243,-0.1378640776699029,-0.027184466019417475,0.012468827930174564,1.0,-0.11110436893203883,-0.04854368932038835,7.3912621359223305,7.4,0.028857264016246435,-8.16,-13.79,-2.72,8.16,True
C1_cerebrovascular_disease_mean_glucose_lab_mean_high,Cluster 1 | cerebrovascular disease > 0 and glucose lab mean > mediana_cluster (127),comorb_lab_vital,270,0.5814814814814815,0.5,0.08148148148148149,-0.011296296296296287,0.16666666666666666,0.06234413965087282,1.0,0.037037037037037035,0.128587962962963,7.411111111111111,7.1,0.11736996341633228,8.15,-1.13,16.67,8.15,False
C1_congestive_heart_failure_mean_glucose_lab_min_high_hb_med,Cluster 1 | congestive heart failure > 0 and glucose lab min > mediana_cluster (90) and hemoglobin_min <= mediana_hb_cluster (7.3),comorb_lab_vital,209,0.6028708133971292,0.5215311004784688,0.08133971291866028,-0.014354066985645933,0.17703349282296652,0.14214463840399003,1.0,0.029940119760479042,0.1317365269461078,6.768421052631578,6.8,0.23482357580436436,8.13,-1.44,17.7,8.13,False
C1_diabetes_without_cc_mean_bilirubin_total_max_high,Cluster 1 | diabetes without cc > 0 and bilirubin total max > mediana_cluster (0.7),comorb_lab_vital,209,0.6363636363636364,0.5550239234449761,0.08133971291866028,-0.014473684210526309,0.1867224880382774,0.1172069825436409,1.0,0.029940119760479042,0.1317365269461078,7.546411483253587,7.3,0.1996286551130784,8.13,-1.45,18.67,8.13,False
C1_congestive_heart_failure_mean_lactate_max_high_hb_med,Cluster 1 | congestive heart failure > 0 and lactate max > mediana_cluster (1.8) and hemoglobin_min <= mediana_hb_cluster (7.3),comorb_lab_vital,185,0.5837837837837838,0.5027027027027027,0.08108108108108109,-0.010810810810810811,0.1837837837837838,0.1745635910224439,0.996,0.02027027027027027,0.13513513513513514,6.732432432432432,6.8,0.2759350956652057,8.11,-1.08,18.38,8.11,False
C1_congestive_heart_failure_mean_heart_rate_std_high_hb_med,Cluster 1 | congestive heart failure > 0 and heart rate std > mediana_cluster (8.68) and hemoglobin_min <= mediana_hb_cluster (7.3),comorb_lab_vital,186,0.6236559139784946,0.543010752688172,0.08064516129032258,-0.027016129032258057,0.1935483870967742,0.15211970074812967,0.996,0.020134228187919462,0.12751677852348994,6.714516129032258,6.8,0.24839799236086996,8.06,-2.7,19.35,8.06,False
C2_diabetes_without_cc_mean_glucose_lab_median_high,Cluster 2 | diabetes without cc > 0 and glucose lab median > mediana_cluster (90),comorb_lab_vital,434,0.4838709677419355,0.4032258064516129,0.08064516129032258,0.013824884792626729,0.15213133640552992,0.04239401496259352,1.0,0.043227665706051875,0.11750720461095103,8.120737327188941,7.8,0.08447484378375754,8.06,1.38,15.21,8.06,False
C1_diabetes_with_cc_mean_creatinine_std_high_hb_med,Cluster 1 | diabetes with cc > 0 and creatinine std > mediana_cluster (0.114) and hemoglobin_min <= mediana_hb_cluster (7.3),comorb_lab_vital,149,0.6375838926174496,0.5570469798657718,0.08053691275167785,-0.03355704697986577,0.18120805369127516,0.19451371571072318,1.0,0.03361344537815126,0.12605042016806722,6.6751677852348985,6.8,0.2984085804104011,8.05,-3.36,18.12,8.05,False
C1_renal_disease_mean_glucose_lab_mean_high_hb_med,Cluster 1 | renal disease > 0 and glucose lab mean > mediana_cluster (127) and hemoglobin_min <= mediana_hb_cluster (7.3),comorb_lab_vital,236,0.6694915254237288,0.5889830508474576,0.08050847457627118,-0.00423728813559322,0.1694915254237288,0.07231920199501247,1.0,0.037037037037037035,0.12579365079365082,6.6771186440677965,6.75,0.13319123048988332,8.05,-0.42,16.95,8.05,False
C2_diabetes_with_cc_mean_lactate_mean_high_hb_med,Cluster 2 | diabetes with cc > 0 and lactate mean > mediana_cluster (1.34) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,236,0.3559322033898305,0.4364406779661017,-0.08050847457627118,-0.15677966101694915,0.008580508474576174,0.09725685785536159,1.0,-0.12169312169312169,-0.038227513227513193,7.333898305084746,7.35,0.1716603790939071,-8.05,-15.68,0.86,8.05,False
C2_diabetes_with_cc_mean_lactate_pre_mean_high_hb_med,Cluster 2 | diabetes with cc > 0 and lactate pre mean > mediana_cluster (1.34) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,236,0.3559322033898305,0.4364406779661017,-0.08050847457627118,-0.16101694915254236,0.00423728813559322,0.13216957605985039,1.0,-0.1205026455026455,-0.042328042328042326,7.333898305084746,7.35,0.22142695210026883,-8.05,-16.1,0.42,8.05,False
C2_congestive_heart_failure_mean_heart_rate_max_high,Cluster 2 | congestive heart failure > 0 and heart rate max > mediana_cluster (89),comorb_lab_vital,809,0.4894932014833127,0.40914709517923364,0.08034610630407911,0.025927070457354758,0.12855377008652658,0.0024937655860349127,1.0,0.05908037094281298,0.10629829984544051,8.81804697156984,8.0,0.007232651509057269,8.03,2.59,12.86,8.03,True
C2_renal_disease_mean_platelets_mean_high_hb_med,Cluster 2 | renal disease > 0 and platelets mean > mediana_cluster (221) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,312,0.48717948717948717,0.40705128205128205,0.08012820512820513,-0.00641025641025641,0.15713141025641017,0.0773067331670823,1.0,0.048,0.116,7.237820512820512,7.3,0.1411502014195281,8.01,-0.64,15.71,8.01,False
C2_renal_disease_mean_platelets_pre_mean_high_hb_med,Cluster 2 | renal disease > 0 and platelets pre mean > mediana_cluster (221) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,312,0.48717948717948717,0.40705128205128205,0.08012820512820513,0.0031250000000000045,0.16025641025641027,0.04987531172069826,1.0,0.044,0.12,7.237820512820512,7.3,0.09729128854392619,8.01,0.31,16.03,8.01,False
C2_renal_disease_mean_creatinine_std_high_hb_med,Cluster 2 | renal disease > 0 and creatinine std > mediana_cluster (0.0486) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,700,0.4685714285714286,0.38857142857142857,0.08,0.03142857142857143,0.13428571428571429,0.007481296758104738,1.0,0.05892857142857143,0.10714285714285714,7.223428571428571,7.3,0.018700090548691456,8.0,3.14,13.43,8.0,True
C2_renal_disease_mean_sodium_mean_high,Cluster 2 | renal disease > 0 and sodium mean > mediana_cluster (140),comorb_lab_vital,325,0.47384615384615386,0.39384615384615385,0.08,-0.006307692307692299,0.160076923076923,0.057356608478802994,1.0,0.046153846153846156,0.11923076923076924,8.132923076923078,7.8,0.10972086225442197,8.0,-0.63,16.01,8.0,False
C2_diabetes_without_cc_mean_sbp_mean_high,Cluster 2 | diabetes without cc > 0 and sbp mean > mediana_cluster (118),comorb_lab_vital,790,0.34177215189873417,0.4215189873417722,-0.07974683544303797,-0.1354746835443038,-0.03541139240506332,0.0024937655860349127,1.0,-0.1040743670886076,-0.058544303797468354,9.715696202531644,8.6,0.007232651509057269,-7.97,-13.55,-3.54,7.97,True
C2_diabetes_without_cc_mean_sbp_pre_mean_high,Cluster 2 | diabetes without cc > 0 and sbp pre mean > mediana_cluster (118),comorb_lab_vital,790,0.34177215189873417,0.4215189873417722,-0.07974683544303797,-0.13291139240506328,-0.03284810126582285,0.004987531172069825,1.0,-0.1040743670886076,-0.05573575949367087,9.715696202531644,8.6,0.01315378221113882,-7.97,-13.29,-3.28,7.97,True
C2_cerebrovascular_disease_mean_mbp_std_high_hb_med,Cluster 2 | cerebrovascular disease > 0 and mbp std > mediana_cluster (8.38) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,201,0.4626865671641791,0.38308457711442784,0.07960199004975124,-0.024875621890547265,0.1691542288557214,0.11970074812967581,0.996,0.037267080745341616,0.1276397515527951,7.304975124378109,7.4,0.20317626985168658,7.96,-2.49,16.92,7.96,False
C2_congestive_heart_failure_mean_sodium_std_high_hb_med,Cluster 2 | congestive heart failure > 0 and sodium std > mediana_cluster (0.404) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,667,0.4947526236881559,0.41529235382308843,0.07946026986506746,0.022451274362818595,0.136431784107946,0.014962593516209476,1.0,0.0528558052434457,0.10444756554307118,7.30359820089955,7.3,0.033966346566636205,7.95,2.25,13.64,7.95,True
C2_diabetes_with_cc_mean_potassium_median_high,Cluster 2 | diabetes with cc > 0 and potassium median > mediana_cluster (4),comorb_lab_vital,176,0.44886363636363635,0.3693181818181818,0.07954545454545454,-0.03409090909090909,0.18196022727272715,0.1546134663341646,0.996,0.029964539007092204,0.13315602836879437,7.717613636363637,7.4,0.2512257144652061,7.95,-3.41,18.2,7.95,False
C1_severe_liver_disease_mean_sodium_mean_high,Cluster 1 | severe liver disease > 0 and sodium mean > mediana_cluster (138),comorb_lab_vital,126,0.626984126984127,0.5476190476190477,0.07936507936507936,-0.039880952380952364,0.1984126984126984,0.23690773067331672,1.0,0.019801980198019802,0.13861386138613863,7.47936507936508,7.0,0.34797288955828254,7.94,-3.99,19.84,7.94,False
C2_diabetes_without_cc_mean_creatinine_max_high_hb_med,Cluster 2 | diabetes without cc > 0 and creatinine max > mediana_cluster (0.9) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,416,0.5072115384615384,0.42788461538461536,0.07932692307692307,0.007211538461538462,0.14903846153846154,0.02743142144638404,1.0,0.04572072072072072,0.11411411411411411,7.3062499999999995,7.3,0.05723560297568315,7.93,0.72,14.9,7.93,False
C2_renal_disease_mean_platelets_mean_high,Cluster 2 | renal disease > 0 and platelets mean > mediana_cluster (221),comorb_lab_vital,769,0.5006501950585176,0.4213263979193758,0.07932379713914174,0.02860858257477243,0.12750325097529253,0.004987531172069825,1.0,0.05565040650406504,0.1008130081300813,10.67672301690507,10.1,0.01315378221113882,7.93,2.86,12.75,7.93,True
C2_renal_disease_mean_platelets_pre_mean_high,Cluster 2 | renal disease > 0 and platelets pre mean > mediana_cluster (221),comorb_lab_vital,769,0.5006501950585176,0.4213263979193758,0.07932379713914174,0.03767880364109233,0.11836801040312091,0.0024937655860349127,1.0,0.055284552845528454,0.10532520325203254,10.67672301690507,10.1,0.007232651509057269,7.93,3.77,11.84,7.93,True
C1_diabetes_with_cc_mean_potassium_median_high,Cluster 1 | diabetes with cc > 0 and potassium median > mediana_cluster (4.1),comorb_lab_vital,177,0.4915254237288136,0.5706214689265536,-0.07909604519774012,-0.1694915254237288,0.022598870056497175,0.14214463840399003,1.0,-0.12517605633802817,-0.028169014084507043,7.203389830508475,7.0,0.23482357580436436,-7.91,-16.95,2.26,7.91,False
C2_congestive_heart_failure_mean_sodium_std_high,Cluster 2 | congestive heart failure > 0 and sodium std > mediana_cluster (0.404),comorb_lab_vital,937,0.49092849519743864,0.4119530416221985,0.07897545357524013,0.03516542155816436,0.12382604055496263,0.0024937655860349127,1.0,0.05733333333333333,0.1,8.11291355389541,7.8,0.007232651509057269,7.9,3.52,12.38,7.9,True
C2_renal_disease_mean_sbp_max_high_hb_med,Cluster 2 | renal disease > 0 and sbp max > mediana_cluster (127) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,482,0.44813278008298757,0.36929460580912865,0.07883817427385892,0.016597510373443983,0.13905601659751032,0.029925187032418952,1.0,0.046632124352331605,0.11340673575129535,7.240663900414938,7.3,0.06174410982280044,7.88,1.66,13.91,7.88,False
C2_congestive_heart_failure_mean_mbp_mean_high,Cluster 2 | congestive heart failure > 0 and mbp mean > mediana_cluster (83.2),comorb_lab_vital,890,0.36404494382022473,0.44269662921348313,-0.07865168539325842,-0.12022471910112359,-0.028061797752809012,0.0024937655860349127,1.0,-0.10361657303370787,-0.05649578651685393,9.4738202247191,8.4,0.007232651509057269,-7.87,-12.02,-2.81,7.87,True
C1_diabetes_with_cc_mean_dbp_max_high,Cluster 1 | diabetes with cc > 0 and dbp max > mediana_cluster (83),comorb_lab_vital,140,0.5,0.5785714285714286,-0.07857142857142857,-0.18571428571428572,0.014285714285714285,0.16458852867830423,1.0,-0.13392857142857142,-0.03571428571428571,7.087142857142856,6.9,0.2635370559031455,-7.86,-18.57,1.43,7.86,False
C2_severe_liver_disease_mean_glucose_vital_std_high_hb_med,Cluster 2 | severe liver disease > 0 and glucose vital std > mediana_cluster (18.9) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,140,0.5571428571428572,0.4785714285714286,0.07857142857142857,-0.03589285714285713,0.19285714285714287,0.22942643391521197,1.0,0.017857142857142856,0.14084821428571434,7.138571428571429,7.2,0.34001410061260434,7.86,-3.59,19.29,7.86,False
C1_cerebrovascular_disease_mean_potassium_std_high,Cluster 1 | cerebrovascular disease > 0 and potassium std > mediana_cluster (0.256),comorb_lab_vital,230,0.591304347826087,0.5130434782608696,0.0782608695652174,-0.017391304347826087,0.15684782608695624,0.10224438902743142,1.0,0.03260869565217391,0.13043478260869565,7.44695652173913,7.25,0.17802764216220013,7.83,-1.74,15.68,7.83,False
C1_diabetes_with_cc_mean_sbp_max_high,Cluster 1 | diabetes with cc > 0 and sbp max > mediana_cluster (148),comorb_lab_vital,166,0.5,0.5783132530120482,-0.0783132530120482,-0.18674698795180722,0.04216867469879518,0.16708229426433915,0.988,-0.1394736842105263,-0.022556390977443608,7.096385542168675,6.95,0.2669537787195984,-7.83,-18.67,4.22,7.83,False
C2_renal_disease_mean_potassium_mean_high_hb_med,Cluster 2 | renal disease > 0 and potassium mean > mediana_cluster (4) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,486,0.46502057613168724,0.3868312757201646,0.07818930041152264,0.018467078189300414,0.13379629629629625,0.017456359102244388,1.0,0.04942159383033419,0.10539845758354756,7.230658436213993,7.3,0.038767228634999325,7.82,1.85,13.38,7.82,True
C2_diabetes_with_cc_mean_spo2_std_high_hb_med,Cluster 2 | diabetes with cc > 0 and spo2 std > mediana_cluster (0.894) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,231,0.47619047619047616,0.39826839826839827,0.07792207792207792,-0.00876623376623376,0.17316017316017315,0.12967581047381546,1.0,0.03783783783783784,0.12432432432432433,7.1147186147186146,7.1,0.2178641730893604,7.79,-0.88,17.32,7.79,False
C2_severe_liver_disease_mean_sbp_mean_high,Cluster 2 | severe liver disease > 0 and sbp mean > mediana_cluster (118),comorb_lab_vital,244,0.48360655737704916,0.4057377049180328,0.0778688524590164,0.0,0.16393442622950818,0.09226932668329177,1.0,0.041025641025641026,0.12705128205128208,10.677459016393442,10.1,0.16392999537085431,7.79,0.0,16.39,7.79,False
C2_severe_liver_disease_mean_sbp_pre_mean_high,Cluster 2 | severe liver disease > 0 and sbp pre mean > mediana_cluster (118),comorb_lab_vital,244,0.48360655737704916,0.4057377049180328,0.0778688524590164,-0.00819672131147541,0.15174180327868844,0.09226932668329177,1.0,0.03076923076923077,0.11794871794871795,10.677459016393442,10.1,0.16392999537085431,7.79,-0.82,15.17,7.79,False
C2_renal_disease_mean_heart_rate_max_high,Cluster 2 | renal disease > 0 and heart rate max > mediana_cluster (89),comorb_lab_vital,617,0.48946515397082657,0.41166936790923825,0.07779578606158834,0.027431118314424643,0.13452188006482982,0.007481296758104738,1.0,0.04903846153846154,0.10480769230769231,8.843435980551053,7.9,0.018700090548691456,7.78,2.74,13.45,7.78,True
C2_renal_disease_mean_temperature_std_high,Cluster 2 | renal disease > 0 and temperature std > mediana_cluster (0.134),comorb_lab_vital,784,0.4770408163265306,0.399234693877551,0.0778061224489796,0.029304846938775515,0.13137755102040816,0.0024937655860349127,1.0,0.04856459330143541,0.10366826156299841,8.98125,8.1,0.007232651509057269,7.78,2.93,13.14,7.78,True
C2_cerebrovascular_disease_mean_bilirubin_total_mean_high_hb_med,Cluster 2 | cerebrovascular disease > 0 and bilirubin total mean > mediana_cluster (0.7) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,206,0.4077669902912621,0.4854368932038835,-0.07766990291262135,-0.17487864077669904,0.00983009708737853,0.1396508728179551,1.0,-0.12727272727272726,-0.030303030303030304,7.334951456310679,7.4,0.23160656213016922,-7.77,-17.49,0.98,7.77,False
C2_cerebrovascular_disease_mean_bilirubin_total_pre_mean_high_hb_med,Cluster 2 | cerebrovascular disease > 0 and bilirubin total pre mean > mediana_cluster (0.7) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,206,0.4077669902912621,0.4854368932038835,-0.07766990291262135,-0.16990291262135923,0.009708737864077669,0.1546134663341646,1.0,-0.1259090909090909,-0.03636363636363636,7.334951456310679,7.4,0.2512257144652061,-7.77,-16.99,0.97,7.77,False
C1_cerebrovascular_disease_mean_heart_rate_slope_high,Cluster 1 | cerebrovascular disease > 0 and heart rate slope > mediana_cluster (-3.75e-05),comorb_lab_vital,245,0.5591836734693878,0.4816326530612245,0.07755102040816327,-0.00816326530612245,0.16326530612244897,0.09725685785536159,0.996,0.03176020408163265,0.12130102040816329,7.496326530612245,7.2,0.1716603790939071,7.76,-0.82,16.33,7.76,False
C2_cerebrovascular_disease_mean_spo2_slope_high,Cluster 2 | cerebrovascular disease > 0 and spo2 slope > mediana_cluster (0.00052),comorb_lab_vital,374,0.3716577540106952,0.44919786096256686,-0.07754010695187166,-0.1497994652406417,-0.008021390374331552,0.05236907730673317,1.0,-0.11630434782608695,-0.043478260869565216,9.093582887700535,8.2,0.10135619854473404,-7.75,-14.98,-0.8,7.75,False
C2_renal_disease_mean_heart_rate_std_high_hb_med,Cluster 2 | renal disease > 0 and heart rate std > mediana_cluster (5.79) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,400,0.4675,0.39,0.0775,0.007437500000000003,0.14006249999999995,0.0199501246882793,1.0,0.046875,0.109375,7.21925,7.3,0.04342774757896162,7.75,0.74,14.01,7.75,True
C2_renal_disease_mean_sbp_std_high_hb_med,Cluster 2 | renal disease > 0 and sbp std > mediana_cluster (9.38) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,503,0.4532803180914513,0.3757455268389662,0.0775347912524851,0.013916500994035786,0.13722664015904568,0.014962593516209476,1.0,0.04782338308457711,0.10889303482587066,7.286878727634195,7.4,0.033966346566636205,7.75,1.39,13.72,7.75,True
C2_cerebrovascular_disease_mean_resp_rate_max_high_hb_med,Cluster 2 | cerebrovascular disease > 0 and resp rate max > mediana_cluster (20) and hemoglobin_min <= mediana_hb_cluster (8.6),comorb_lab_vital,194,0.5360824742268041,0.4587628865979381,0.07731958762886598,-0.02577319587628866,0.17525773195876287,0.13466334164588528,1.0,0.03225806451612903,0.12258064516129032,7.152061855670103,7.2,0.2249696704185482,7.73,-2.58,17.53,7.73,False
C2_renal_disease_mean_creatinine_slope_high,Cluster 2 | renal disease > 0 and creatinine slope > mediana_cluster (0),comorb_lab_vital,919,0.47442872687704024,0.397170837867247,0.07725788900979326,0.031556039173014146,0.12081066376496188,0.0024937655860349127,1.0,0.05442176870748299,0.09931972789115646,7.9421109902067455,7.6,0.007232651509057269,7.73,3.16,12.08,7.73,True
