code,label,n_conditions,features_used,axes_used,n_axes,n_pairs,prevalence,mort_t,mort_c,diff,ci_lo,ci_hi,p_perm,score,hb_mean,hb_p50,q_fdr,diff_pp,ci_lo_pp,ci_hi_pp,abs_diff_pp,robust
R196-285-356,glucose_lab_std <= q0.35 (0) AND lactate_slope > q0.80 (0.002694) AND mbp_min > q0.65 (67),3,"glucose_lab_std,lactate_slope,mbp_min","other,perfusion,perfusion",2,869,0.06866851047016989,0.19102416570771003,0.5074798619102416,-0.3164556962025316,-0.3587414062739388,-0.2741699861311244,1.031174268606652e-48,100.75034943558462,9.312428078250862,8.3,6.874495124044347e-48,-31.645569620253163,-35.87414062739388,-27.41699861311244,31.645569620253163,True
R195-285-356,glucose_lab_std <= q0.20 (0) AND lactate_slope > q0.80 (0.002694) AND mbp_min > q0.65 (67),3,"glucose_lab_std,lactate_slope,mbp_min","other,perfusion,perfusion",2,869,0.06866851047016989,0.19102416570771003,0.5074798619102416,-0.3164556962025316,-0.3587414062739388,-0.2741699861311244,1.031174268606652e-48,100.75034943558462,9.312428078250862,8.3,6.874495124044347e-48,-31.645569620253163,-35.87414062739388,-27.41699861311244,31.645569620253163,True
R232-352-499,heart_rate_median <= q0.20 (70) AND mbp_median > q0.65 (89) AND sapsii_mean <= q0.35 (34),3,"heart_rate_median,mbp_median,sapsii_mean","perfusion,perfusion,severity",2,1084,0.08565784274990122,0.16420664206642066,0.4474169741697417,-0.283210332103321,-0.3201231406811084,-0.24629752352553363,4.143004389826449e-51,100.70417822967988,11.072601476014759,11.4,3.3607588057333436e-50,-28.321033210332104,-32.01231406811084,-24.629752352553364,28.321033210332104,True
R232-352-503,heart_rate_median <= q0.20 (70) AND mbp_median > q0.65 (89) AND sapsii_median <= q0.35 (34),3,"heart_rate_median,mbp_median,sapsii_median","perfusion,perfusion,severity",2,1084,0.08565784274990122,0.16420664206642066,0.4474169741697417,-0.283210332103321,-0.3201231406811084,-0.24629752352553363,4.143004389826449e-51,100.70417822967988,11.072601476014759,11.4,3.3607588057333436e-50,-28.321033210332104,-32.01231406811084,-24.629752352553364,28.321033210332104,True
R232-352-507,heart_rate_median <= q0.20 (70) AND mbp_median > q0.65 (89) AND sapsii_min <= q0.35 (34),3,"heart_rate_median,mbp_median,sapsii_min","perfusion,perfusion,severity",2,1084,0.08565784274990122,0.16420664206642066,0.4474169741697417,-0.283210332103321,-0.3201231406811084,-0.24629752352553363,4.143004389826449e-51,100.70417822967988,11.072601476014759,11.4,3.3607588057333436e-50,-28.321033210332104,-32.01231406811084,-24.629752352553364,28.321033210332104,True
R233-352-495,heart_rate_median <= q0.35 (70) AND mbp_median > q0.65 (89) AND sapsii_max <= q0.35 (34),3,"heart_rate_median,mbp_median,sapsii_max","perfusion,perfusion,severity",2,1084,0.08565784274990122,0.16420664206642066,0.4474169741697417,-0.283210332103321,-0.3201231406811084,-0.24629752352553363,4.143004389826449e-51,100.70417822967988,11.072601476014759,11.4,3.3607588057333436e-50,-28.321033210332104,-32.01231406811084,-24.629752352553364,28.321033210332104,True
R233-352-499,heart_rate_median <= q0.35 (70) AND mbp_median > q0.65 (89) AND sapsii_mean <= q0.35 (34),3,"heart_rate_median,mbp_median,sapsii_mean","perfusion,perfusion,severity",2,1084,0.08565784274990122,0.16420664206642066,0.4474169741697417,-0.283210332103321,-0.3201231406811084,-0.24629752352553363,4.143004389826449e-51,100.70417822967988,11.072601476014759,11.4,3.3607588057333436e-50,-28.321033210332104,-32.01231406811084,-24.629752352553364,28.321033210332104,True
R233-352-503,heart_rate_median <= q0.35 (70) AND mbp_median > q0.65 (89) AND sapsii_median <= q0.35 (34),3,"heart_rate_median,mbp_median,sapsii_median","perfusion,perfusion,severity",2,1084,0.08565784274990122,0.16420664206642066,0.4474169741697417,-0.283210332103321,-0.3201231406811084,-0.24629752352553363,4.143004389826449e-51,100.70417822967988,11.072601476014759,11.4,3.3607588057333436e-50,-28.321033210332104,-32.01231406811084,-24.629752352553364,28.321033210332104,True
R233-352-507,heart_rate_median <= q0.35 (70) AND mbp_median > q0.65 (89) AND sapsii_min <= q0.35 (34),3,"heart_rate_median,mbp_median,sapsii_min","perfusion,perfusion,severity",2,1084,0.08565784274990122,0.16420664206642066,0.4474169741697417,-0.283210332103321,-0.3201231406811084,-0.24629752352553363,4.143004389826449e-51,100.70417822967988,11.072601476014759,11.4,3.3607588057333436e-50,-28.321033210332104,-32.01231406811084,-24.629752352553364,28.321033210332104,True
R232-352-495,heart_rate_median <= q0.20 (70) AND mbp_median > q0.65 (89) AND sapsii_max <= q0.35 (34),3,"heart_rate_median,mbp_median,sapsii_max","perfusion,perfusion,severity",2,1084,0.08565784274990122,0.16420664206642066,0.4474169741697417,-0.283210332103321,-0.3201231406811084,-0.24629752352553363,4.143004389826449e-51,100.70417822967988,11.072601476014759,11.4,3.3607588057333436e-50,-28.321033210332104,-32.01231406811084,-24.629752352553364,28.321033210332104,True
R195-405,glucose_lab_std <= q0.20 (0) AND platelets_min <= q0.35 (130),2,"glucose_lab_std,platelets_min","other,organ_failure",2,1268,0.10019755037534571,0.1995268138801262,0.4613564668769716,-0.26182965299684546,-0.2969974315314015,-0.2266618744622894,3.134548518585779e-48,100.69367984577426,8.349684542586752,8.1,2.0519617841757918e-47,-26.182965299684547,-29.69974315314015,-22.66618744622894,26.182965299684547,True
R196-405,glucose_lab_std <= q0.35 (0) AND platelets_min <= q0.35 (130),2,"glucose_lab_std,platelets_min","other,organ_failure",2,1268,0.10019755037534571,0.1995268138801262,0.4613564668769716,-0.26182965299684546,-0.2969974315314015,-0.2266618744622894,3.134548518585779e-48,100.69367984577426,8.349684542586752,8.1,2.0519617841757918e-47,-26.182965299684547,-29.69974315314015,-22.66618744622894,26.182965299684547,True
R167-261-271,dbp_mean > q0.65 (70.6) AND hemoglobin_slope <= q0.35 (-0.006063) AND lactate_max > q0.65 (2.3),3,"dbp_mean,hemoglobin_slope,lactate_max","perfusion,anemia,perfusion",2,1144,0.09039905175819835,0.21678321678321677,0.49213286713286714,-0.27534965034965037,-0.3128924090953758,-0.23780689160392493,7.403732380625217e-47,100.58223855774298,8.267832167832168,8.1,4.431542601406219e-46,-27.534965034965037,-31.28924090953758,-23.780689160392495,27.534965034965037,True
R196-352-507,glucose_lab_std <= q0.35 (0) AND mbp_median > q0.65 (89) AND sapsii_min <= q0.35 (34),3,"glucose_lab_std,mbp_median,sapsii_min","other,perfusion,severity",3,1150,0.09087317265902806,0.17130434782608694,0.42695652173913046,-0.2556521739130435,-0.291589971155642,-0.21971437667044502,3.473716950516847e-44,100.56720945413224,11.756434782608695,14.0,1.7294041470384302e-43,-25.56521739130435,-29.1589971155642,-21.9714376670445,25.56521739130435,True
R196-352-499,glucose_lab_std <= q0.35 (0) AND mbp_median > q0.65 (89) AND sapsii_mean <= q0.35 (34),3,"glucose_lab_std,mbp_median,sapsii_mean","other,perfusion,severity",3,1150,0.09087317265902806,0.17130434782608694,0.42695652173913046,-0.2556521739130435,-0.291589971155642,-0.21971437667044502,3.473716950516847e-44,100.56720945413224,11.756434782608695,14.0,1.7294041470384302e-43,-25.56521739130435,-29.1589971155642,-21.9714376670445,25.56521739130435,True
R196-352-495,glucose_lab_std <= q0.35 (0) AND mbp_median > q0.65 (89) AND sapsii_max <= q0.35 (34),3,"glucose_lab_std,mbp_median,sapsii_max","other,perfusion,severity",3,1150,0.09087317265902806,0.17130434782608694,0.42695652173913046,-0.2556521739130435,-0.291589971155642,-0.21971437667044502,3.473716950516847e-44,100.56720945413224,11.756434782608695,14.0,1.7294041470384302e-43,-25.56521739130435,-29.1589971155642,-21.9714376670445,25.56521739130435,True
R195-352-507,glucose_lab_std <= q0.20 (0) AND mbp_median > q0.65 (89) AND sapsii_min <= q0.35 (34),3,"glucose_lab_std,mbp_median,sapsii_min","other,perfusion,severity",3,1150,0.09087317265902806,0.17130434782608694,0.42695652173913046,-0.2556521739130435,-0.291589971155642,-0.21971437667044502,3.473716950516847e-44,100.56720945413224,11.756434782608695,14.0,1.7294041470384302e-43,-25.56521739130435,-29.1589971155642,-21.9714376670445,25.56521739130435,True
R195-352-503,glucose_lab_std <= q0.20 (0) AND mbp_median > q0.65 (89) AND sapsii_median <= q0.35 (34),3,"glucose_lab_std,mbp_median,sapsii_median","other,perfusion,severity",3,1150,0.09087317265902806,0.17130434782608694,0.42695652173913046,-0.2556521739130435,-0.291589971155642,-0.21971437667044502,3.473716950516847e-44,100.56720945413224,11.756434782608695,14.0,1.7294041470384302e-43,-25.56521739130435,-29.1589971155642,-21.9714376670445,25.56521739130435,True
R195-352-495,glucose_lab_std <= q0.20 (0) AND mbp_median > q0.65 (89) AND sapsii_max <= q0.35 (34),3,"glucose_lab_std,mbp_median,sapsii_max","other,perfusion,severity",3,1150,0.09087317265902806,0.17130434782608694,0.42695652173913046,-0.2556521739130435,-0.291589971155642,-0.21971437667044502,3.473716950516847e-44,100.56720945413224,11.756434782608695,14.0,1.7294041470384302e-43,-25.56521739130435,-29.1589971155642,-21.9714376670445,25.56521739130435,True
R196-352-503,glucose_lab_std <= q0.35 (0) AND mbp_median > q0.65 (89) AND sapsii_median <= q0.35 (34),3,"glucose_lab_std,mbp_median,sapsii_median","other,perfusion,severity",3,1150,0.09087317265902806,0.17130434782608694,0.42695652173913046,-0.2556521739130435,-0.291589971155642,-0.21971437667044502,3.473716950516847e-44,100.56720945413224,11.756434782608695,14.0,1.7294041470384302e-43,-25.56521739130435,-29.1589971155642,-21.9714376670445,25.56521739130435,True
R195-352-499,glucose_lab_std <= q0.20 (0) AND mbp_median > q0.65 (89) AND sapsii_mean <= q0.35 (34),3,"glucose_lab_std,mbp_median,sapsii_mean","other,perfusion,severity",3,1150,0.09087317265902806,0.17130434782608694,0.42695652173913046,-0.2556521739130435,-0.291589971155642,-0.21971437667044502,3.473716950516847e-44,100.56720945413224,11.756434782608695,14.0,1.7294041470384302e-43,-25.56521739130435,-29.1589971155642,-21.9714376670445,25.56521739130435,True
R288-352-536,lactate_std > q0.65 (0.3523) AND mbp_median > q0.65 (89) AND sbp_std <= q0.35 (8.594),3,"lactate_std,mbp_median,sbp_std","perfusion,perfusion,perfusion",1,1199,0.09474516001580403,0.21601334445371143,0.5062552126772311,-0.2902418682235196,-0.32689536047727674,-0.25358837596976247,2.527729329971243e-54,100.50083091287595,9.139866555462884,8.3,2.7301359616076743e-53,-29.02418682235196,-32.68953604772767,-25.358837596976247,29.02418682235196,True
R271-556,lactate_max > q0.65 (2.3) AND sodium_std <= q0.35 (0.2074),2,"lactate_max,sodium_std","perfusion,other",2,1258,0.09940734887396287,0.21939586645468998,0.48171701112877585,-0.26232114467408585,-0.29817362201160036,-0.22646866733657134,1.2182920185820644e-46,100.4841064242459,9.198410174880763,8.4,7.180989540422738e-46,-26.232114467408586,-29.817362201160037,-22.646866733657134,26.232114467408586,True
R288-472,lactate_std > q0.65 (0.3523) AND resp_rate_max <= q0.20 (17),2,"lactate_std,resp_rate_max","perfusion,respiratory",2,1125,0.08889766890557092,0.21333333333333335,0.49066666666666664,-0.2773333333333333,-0.31510188230489544,-0.23956478436177123,5.79053868172208e-47,100.46206209311055,8.9792,8.3,3.505754107931948e-46,-27.73333333333333,-31.510188230489543,-23.95647843617712,27.73333333333333,True
R352-490,mbp_median > q0.65 (89) AND resp_rate_std <= q0.20 (0.9035),2,"mbp_median,resp_rate_std","perfusion,respiratory",2,1934,0.1528249703674437,0.2533609100310238,0.46483971044467426,-0.21147880041365047,-0.24097266144629953,-0.1819849393810014,7.309207179606677e-45,100.44280411070525,10.932936918304033,10.8,3.7649557408275956e-44,-21.147880041365045,-24.097266144629952,-18.198493938100142,21.147880041365045,True
R285-473-536,lactate_slope > q0.80 (0.002694) AND resp_rate_max <= q0.35 (20) AND sbp_std <= q0.35 (8.594),3,"lactate_slope,resp_rate_max,sbp_std","perfusion,respiratory,perfusion",2,1069,0.08447254049782695,0.2207670720299345,0.5051449953227315,-0.284377923292797,-0.3233205042245393,-0.24543534236105466,1.8180846932448687e-46,100.4172876339181,9.136856875584659,8.3,1.061922580143025e-45,-28.4377923292797,-32.33205042245393,-24.543534236105465,28.4377923292797,True
R348-473-556,mbp_mean > q0.65 (85.7) AND resp_rate_max <= q0.35 (20) AND sodium_std <= q0.35 (0.2074),3,"mbp_mean,resp_rate_max,sodium_std","perfusion,respiratory,other",3,2051,0.16207032793362308,0.26036079960994635,0.4514870794734276,-0.19112627986348124,-0.2198412192591681,-0.16241134046779437,6.720515195068696e-39,100.40636070301808,11.41569965870307,14.0,2.2583423019350196e-38,-19.112627986348123,-21.98412192591681,-16.241134046779436,19.112627986348123,True
R171-491-582,dbp_median > q0.65 (72) AND resp_rate_std <= q0.35 (1.78) AND sofa_std <= q0.20 (0),3,"dbp_median,resp_rate_std,sofa_std","perfusion,respiratory,severity",3,1740,0.13749506124061636,0.25287356321839083,0.4603448275862069,-0.20747126436781604,-0.23854539502410893,-0.17639713371152316,3.9464193576127546e-39,100.3900260650097,10.630804597701148,10.0,1.3448432593509974e-38,-20.747126436781606,-23.854539502410894,-17.639713371152315,20.747126436781606,True
R171-491-583,dbp_median > q0.65 (72) AND resp_rate_std <= q0.35 (1.78) AND sofa_std <= q0.35 (0),3,"dbp_median,resp_rate_std,sofa_std","perfusion,respiratory,severity",3,1740,0.13749506124061636,0.25287356321839083,0.4603448275862069,-0.20747126436781604,-0.23854539502410893,-0.17639713371152316,3.9464193576127546e-39,100.3900260650097,10.630804597701148,10.0,1.3448432593509974e-38,-20.747126436781606,-23.854539502410894,-17.639713371152315,20.747126436781606,True
R157-195-606,dbp_delta <= q0.35 (-8.606) AND glucose_lab_std <= q0.20 (0) AND spo2_std <= q0.35 (0.8245),3,"dbp_delta,glucose_lab_std,spo2_std","perfusion,other,respiratory",3,1972,0.15582773607269854,0.2682555780933063,0.4629817444219067,-0.1947261663286004,-0.22416669580419285,-0.16528563685300796,1.9609118177717938e-38,100.30804319401192,10.999290060851926,11.6,6.343161485262913e-38,-19.47261663286004,-22.416669580419285,-16.528563685300796,19.47261663286004,True
R157-196-606,dbp_delta <= q0.35 (-8.606) AND glucose_lab_std <= q0.35 (0) AND spo2_std <= q0.35 (0.8245),3,"dbp_delta,glucose_lab_std,spo2_std","perfusion,other,respiratory",3,1972,0.15582773607269854,0.2682555780933063,0.4629817444219067,-0.1947261663286004,-0.22416669580419285,-0.16528563685300796,1.9609118177717938e-38,100.30804319401192,10.999290060851926,11.6,6.343161485262913e-38,-19.47261663286004,-22.416669580419285,-16.528563685300796,19.47261663286004,True
R288-352-583,lactate_std > q0.65 (0.3523) AND mbp_median > q0.65 (89) AND sofa_std <= q0.35 (0),3,"lactate_std,mbp_median,sofa_std","perfusion,perfusion,severity",2,1129,0.08921374950612407,0.22054915854738708,0.49689991142604073,-0.2763507528786536,-0.314239708669503,-0.23846179708780427,2.3290098349866568e-46,100.28393772942425,9.217006200177147,8.4,1.3401048653693064e-45,-27.635075287865362,-31.423970866950302,-23.846179708780426,27.635075287865362,True
R288-352-582,lactate_std > q0.65 (0.3523) AND mbp_median > q0.65 (89) AND sofa_std <= q0.20 (0),3,"lactate_std,mbp_median,sofa_std","perfusion,perfusion,severity",2,1129,0.08921374950612407,0.22054915854738708,0.49689991142604073,-0.2763507528786536,-0.314239708669503,-0.23846179708780427,2.3290098349866568e-46,100.28393772942425,9.217006200177147,8.4,1.3401048653693064e-45,-27.635075287865362,-31.423970866950302,-23.846179708780426,27.635075287865362,True
R171-261-535,dbp_median > q0.65 (72) AND hemoglobin_slope <= q0.35 (-0.006063) AND sbp_std <= q0.20 (5.413),3,"dbp_median,hemoglobin_slope,sbp_std","perfusion,anemia,perfusion",2,884,0.06985381272224417,0.20361990950226244,0.5158371040723982,-0.3122171945701358,-0.35452593216447786,-0.26990845697579374,2.0511066350316249e-47,100.25515321721045,8.173981900452489,7.9,1.2696284400409204e-46,-31.22171945701358,-35.45259321644779,-26.990845697579374,31.22171945701358,True
R171-473-503,dbp_median > q0.65 (72) AND resp_rate_max <= q0.35 (20) AND sapsii_median <= q0.35 (34),3,"dbp_median,resp_rate_max,sapsii_median","perfusion,respiratory,severity",3,1050,0.08297115764519952,0.16666666666666666,0.43333333333333335,-0.2666666666666667,-0.30417072076851115,-0.2291626125648223,3.8134989055245234e-44,100.23545613537492,11.33904761904762,14.0,1.8920696023988228e-43,-26.66666666666667,-30.417072076851113,-22.91626125648223,26.66666666666667,True
R171-473-507,dbp_median > q0.65 (72) AND resp_rate_max <= q0.35 (20) AND sapsii_min <= q0.35 (34),3,"dbp_median,resp_rate_max,sapsii_min","perfusion,respiratory,severity",3,1050,0.08297115764519952,0.16666666666666666,0.43333333333333335,-0.2666666666666667,-0.30417072076851115,-0.2291626125648223,3.8134989055245234e-44,100.23545613537492,11.33904761904762,14.0,1.8920696023988228e-43,-26.66666666666667,-30.417072076851113,-22.91626125648223,26.66666666666667,True
R171-473-499,dbp_median > q0.65 (72) AND resp_rate_max <= q0.35 (20) AND sapsii_mean <= q0.35 (34),3,"dbp_median,resp_rate_max,sapsii_mean","perfusion,respiratory,severity",3,1050,0.08297115764519952,0.16666666666666666,0.43333333333333335,-0.2666666666666667,-0.30417072076851115,-0.2291626125648223,3.8134989055245234e-44,100.23545613537492,11.33904761904762,14.0,1.8920696023988228e-43,-26.66666666666667,-30.417072076851113,-22.91626125648223,26.66666666666667,True
R171-473-495,dbp_median > q0.65 (72) AND resp_rate_max <= q0.35 (20) AND sapsii_max <= q0.35 (34),3,"dbp_median,resp_rate_max,sapsii_max","perfusion,respiratory,severity",3,1050,0.08297115764519952,0.16666666666666666,0.43333333333333335,-0.2666666666666667,-0.30417072076851115,-0.2291626125648223,3.8134989055245234e-44,100.23545613537492,11.33904761904762,14.0,1.8920696023988228e-43,-26.66666666666667,-30.417072076851113,-22.91626125648223,26.66666666666667,True
R352-427,mbp_median > q0.65 (89) AND potassium_std <= q0.35 (0.04242),2,"mbp_median,potassium_std","perfusion,other",2,2758,0.21793757408139075,0.2730239303843365,0.44960116026105873,-0.17657722987672225,-0.20150009928202803,-0.15165436047141648,7.648467528295185e-44,100.1510681980166,11.329115300942712,14.0,3.7122269174989185e-43,-17.657722987672226,-20.150009928202802,-15.165436047141649,17.657722987672226,True
R167-261-645,dbp_mean > q0.65 (70.6) AND hemoglobin_slope <= q0.35 (-0.006063) AND urea_std <= q0.20 (0),3,"dbp_mean,hemoglobin_slope,urea_std","perfusion,anemia,organ_failure",3,716,0.05657842749901225,0.2011173184357542,0.5237430167597765,-0.3226256983240223,-0.36953374086848406,-0.2757176557795606,2.035743886576695e-41,100.14135372690434,8.13840782122905,7.9,8.126162795694997e-41,-32.262569832402235,-36.953374086848406,-27.571765577956057,32.262569832402235,True
R171-407-582,dbp_median > q0.65 (72) AND platelets_slope <= q0.20 (-0.2575) AND sofa_std <= q0.20 (0),3,"dbp_median,platelets_slope,sofa_std","perfusion,organ_failure,severity",3,993,0.07846700908731727,0.20443101711983888,0.4783484390735146,-0.27391742195367574,-0.31384929984179016,-0.23398554406556132,3.3007011694262894e-41,100.12724552827545,8.719234642497483,8.2,1.2900314543579837e-40,-27.391742195367573,-31.384929984179017,-23.398554406556134,27.391742195367573,True
R171-407-583,dbp_median > q0.65 (72) AND platelets_slope <= q0.20 (-0.2575) AND sofa_std <= q0.35 (0),3,"dbp_median,platelets_slope,sofa_std","perfusion,organ_failure,severity",3,993,0.07846700908731727,0.20443101711983888,0.4783484390735146,-0.27391742195367574,-0.31384929984179016,-0.23398554406556132,3.3007011694262894e-41,100.12724552827545,8.719234642497483,8.2,1.2900314543579837e-40,-27.391742195367573,-31.384929984179017,-23.398554406556134,27.391742195367573,True
R171-408-625,dbp_median > q0.65 (72) AND platelets_slope <= q0.35 (-0.07924) AND temperature_min > q0.65 (36.89),3,"dbp_median,platelets_slope,temperature_min","perfusion,organ_failure,metabolic",3,1145,0.09047807190833662,0.22270742358078602,0.4777292576419214,-0.25502183406113543,-0.2926770092520111,-0.21736665887025972,3.266876664963207e-40,100.10092653642016,8.655807860262007,8.3,1.1977171085200128e-39,-25.502183406113545,-29.26770092520111,-21.73666588702597,25.502183406113545,True
R195-261-405,glucose_lab_std <= q0.20 (0) AND hemoglobin_slope <= q0.35 (-0.006063) AND platelets_min <= q0.35 (130),3,"glucose_lab_std,hemoglobin_slope,platelets_min","other,anemia,organ_failure",3,972,0.07680758593441328,0.1934156378600823,0.47016460905349794,-0.2767489711934156,-0.3167630268286439,-0.23673491555818738,7.307387430376698e-42,100.08687666551711,8.005555555555556,7.9,3.0037453647189834e-41,-27.674897119341562,-31.67630268286439,-23.67349155581874,27.674897119341562,True
R196-261-405,glucose_lab_std <= q0.35 (0) AND hemoglobin_slope <= q0.35 (-0.006063) AND platelets_min <= q0.35 (130),3,"glucose_lab_std,hemoglobin_slope,platelets_min","other,anemia,organ_failure",3,972,0.07680758593441328,0.1934156378600823,0.47016460905349794,-0.2767489711934156,-0.3167630268286439,-0.23673491555818738,7.307387430376698e-42,100.08687666551711,8.005555555555556,7.9,3.0037453647189834e-41,-27.674897119341562,-31.67630268286439,-23.67349155581874,27.674897119341562,True
R232-491,heart_rate_median <= q0.20 (70) AND resp_rate_std <= q0.35 (1.78),2,"heart_rate_median,resp_rate_std","perfusion,respiratory",2,3007,0.23761359146582378,0.27768540073162623,0.44662454273362157,-0.16893914200199533,-0.19285556001435816,-0.1450227239896325,1.3654663246136422e-43,100.05084334347846,10.574991686065847,9.9,6.4703469630385e-43,-16.893914200199532,-19.285556001435815,-14.502272398963251,16.893914200199532,True
R233-491,heart_rate_median <= q0.35 (70) AND resp_rate_std <= q0.35 (1.78),2,"heart_rate_median,resp_rate_std","perfusion,respiratory",2,3007,0.23761359146582378,0.27768540073162623,0.44662454273362157,-0.16893914200199533,-0.19285556001435816,-0.1450227239896325,1.3654663246136422e-43,100.05084334347846,10.574991686065847,9.9,6.4703469630385e-43,-16.893914200199532,-19.285556001435815,-14.502272398963251,16.893914200199532,True
R473-499,resp_rate_max <= q0.35 (20) AND sapsii_mean <= q0.35 (34),2,"resp_rate_max,sapsii_mean","respiratory,severity",2,1782,0.14081390754642434,0.18574635241301907,0.4051627384960718,-0.21941638608305275,-0.24849568929612464,-0.19033708286998086,1.7229487261905075e-49,100.03377611405243,10.833894500561167,10.5,1.1996521742983125e-48,-21.941638608305276,-24.849568929612463,-19.033708286998085,21.941638608305276,True
R473-507,resp_rate_max <= q0.35 (20) AND sapsii_min <= q0.35 (34),2,"resp_rate_max,sapsii_min","respiratory,severity",2,1782,0.14081390754642434,0.18574635241301907,0.4051627384960718,-0.21941638608305275,-0.24849568929612464,-0.19033708286998086,1.7229487261905075e-49,100.03377611405243,10.833894500561167,10.5,1.1996521742983125e-48,-21.941638608305276,-24.849568929612463,-19.033708286998085,21.941638608305276,True
R473-503,resp_rate_max <= q0.35 (20) AND sapsii_median <= q0.35 (34),2,"resp_rate_max,sapsii_median","respiratory,severity",2,1782,0.14081390754642434,0.18574635241301907,0.4051627384960718,-0.21941638608305275,-0.24849568929612464,-0.19033708286998086,1.7229487261905075e-49,100.03377611405243,10.833894500561167,10.5,1.1996521742983125e-48,-21.941638608305276,-24.849568929612463,-19.033708286998085,21.941638608305276,True
R473-495,resp_rate_max <= q0.35 (20) AND sapsii_max <= q0.35 (34),2,"resp_rate_max,sapsii_max","respiratory,severity",2,1782,0.14081390754642434,0.18574635241301907,0.4051627384960718,-0.21941638608305275,-0.24849568929612464,-0.19033708286998086,1.7229487261905075e-49,100.03377611405243,10.833894500561167,10.5,1.1996521742983125e-48,-21.941638608305276,-24.849568929612463,-19.033708286998085,21.941638608305276,True
R195-260-427,glucose_lab_std <= q0.20 (0) AND hemoglobin_slope <= q0.20 (-0.01479) AND potassium_std <= q0.35 (0.04242),3,"glucose_lab_std,hemoglobin_slope,potassium_std","other,anemia,other",2,981,0.07751876728565785,0.2161060142711519,0.5117227319062182,-0.2956167176350663,-0.33613647120686807,-0.25509696406326454,2.206570163023342e-46,99.99706417708823,7.84638124362895,7.7,1.2734434771676999e-45,-29.56167176350663,-33.61364712068681,-25.509696406326455,29.56167176350663,True
R196-260-427,glucose_lab_std <= q0.35 (0) AND hemoglobin_slope <= q0.20 (-0.01479) AND potassium_std <= q0.35 (0.04242),3,"glucose_lab_std,hemoglobin_slope,potassium_std","other,anemia,other",2,981,0.07751876728565785,0.2161060142711519,0.5117227319062182,-0.2956167176350663,-0.33613647120686807,-0.25509696406326454,2.206570163023342e-46,99.99706417708823,7.84638124362895,7.7,1.2734434771676999e-45,-29.56167176350663,-33.61364712068681,-25.509696406326455,29.56167176350663,True
R195-260-583,glucose_lab_std <= q0.20 (0) AND hemoglobin_slope <= q0.20 (-0.01479) AND sofa_std <= q0.35 (0),3,"glucose_lab_std,hemoglobin_slope,sofa_std","other,anemia,severity",3,815,0.06440142236270249,0.20613496932515338,0.5079754601226993,-0.30184049079754594,-0.34599315280042225,-0.2576878287946696,6.117412431660939e-41,99.95724828476708,7.886134969325153,7.8,2.3358125150515767e-40,-30.184049079754594,-34.59931528004223,-25.76878287946696,30.184049079754594,True
R195-260-582,glucose_lab_std <= q0.20 (0) AND hemoglobin_slope <= q0.20 (-0.01479) AND sofa_std <= q0.20 (0),3,"glucose_lab_std,hemoglobin_slope,sofa_std","other,anemia,severity",3,815,0.06440142236270249,0.20613496932515338,0.5079754601226993,-0.30184049079754594,-0.34599315280042225,-0.2576878287946696,6.117412431660939e-41,99.95724828476708,7.886134969325153,7.8,2.3358125150515767e-40,-30.184049079754594,-34.59931528004223,-25.76878287946696,30.184049079754594,True
R196-260-582,glucose_lab_std <= q0.35 (0) AND hemoglobin_slope <= q0.20 (-0.01479) AND sofa_std <= q0.20 (0),3,"glucose_lab_std,hemoglobin_slope,sofa_std","other,anemia,severity",3,815,0.06440142236270249,0.20613496932515338,0.5079754601226993,-0.30184049079754594,-0.34599315280042225,-0.2576878287946696,6.117412431660939e-41,99.95724828476708,7.886134969325153,7.8,2.3358125150515767e-40,-30.184049079754594,-34.59931528004223,-25.76878287946696,30.184049079754594,True
R196-260-583,glucose_lab_std <= q0.35 (0) AND hemoglobin_slope <= q0.20 (-0.01479) AND sofa_std <= q0.35 (0),3,"glucose_lab_std,hemoglobin_slope,sofa_std","other,anemia,severity",3,815,0.06440142236270249,0.20613496932515338,0.5079754601226993,-0.30184049079754594,-0.34599315280042225,-0.2576878287946696,6.117412431660939e-41,99.95724828476708,7.886134969325153,7.8,2.3358125150515767e-40,-30.184049079754594,-34.59931528004223,-25.76878287946696,30.184049079754594,True
R195-408-625,glucose_lab_std <= q0.20 (0) AND platelets_slope <= q0.35 (-0.07924) AND temperature_min > q0.65 (36.89),3,"glucose_lab_std,platelets_slope,temperature_min","other,organ_failure,metabolic",3,1049,0.08289213749506125,0.20781696854146806,0.47378455672068637,-0.2659675881792183,-0.3049023913176243,-0.22703278504081228,7.015741100073159e-41,99.925067063502,8.443469971401333,8.1,2.6682818610114312e-40,-26.596758817921828,-30.49023913176243,-22.70327850408123,26.596758817921828,True
R196-408-625,glucose_lab_std <= q0.35 (0) AND platelets_slope <= q0.35 (-0.07924) AND temperature_min > q0.65 (36.89),3,"glucose_lab_std,platelets_slope,temperature_min","other,organ_failure,metabolic",3,1049,0.08289213749506125,0.20781696854146806,0.47378455672068637,-0.2659675881792183,-0.3049023913176243,-0.22703278504081228,7.015741100073159e-41,99.925067063502,8.443469971401333,8.1,2.6682818610114312e-40,-26.596758817921828,-30.49023913176243,-22.70327850408123,26.596758817921828,True
