sign,bases,n_rules,n_pairs_union,diff_med_pp,diff_min_pp,diff_max_pp,dominant_k2,dominant_k2_pct,dominant_k3,dominant_k3_pct,k2_c0_pct,k2_c0_enrich_pp,k2_c1_pct,k2_c1_enrich_pp,k3_c0_pct,k3_c0_enrich_pp,k3_c1_pct,k3_c1_enrich_pp,k3_c2_pct,k3_c2_enrich_pp,k2_most_enriched_cluster,k2_most_enriched_pp,k3_most_enriched_cluster,k3_most_enriched_pp
benefit,glucose lab + mbp,1,2447,-19.17317708333333,-19.17317708333333,-19.17317708333333,c0,99.67447916666666,c2,95.63802083333334,99.67447916666666,24.874005045765827,0.32552083333333337,-24.874005045765838,4.036458333333334,2.748429886079284,0.32552083333333337,-24.984633255959437,95.63802083333334,22.236203369880158,c0,24.874005045765827,c2,22.236203369880158
benefit,heart rate + resp rate,1,2434,-16.893914200199532,-16.893914200199532,-16.893914200199532,c0,98.57000332557367,c2,95.07815098104423,98.57000332557367,23.769529204672835,1.4299966744263386,-23.769529204672832,3.4918523445294314,2.2038238972753814,1.4299966744263386,-23.88015741486643,95.07815098104423,21.676333517591047,c0,23.769529204672835,c2,21.676333517591047
benefit,glucose lab + heart rate,1,2410,-18.702667105696406,-18.702667105696406,-18.702667105696406,c0,99.70365492262101,c2,96.24629568653276,99.70365492262101,24.903180801720183,0.29634507737899246,-24.90318080172018,3.457359236088245,2.169330788834195,0.29634507737899246,-25.01380901191378,96.24629568653276,22.844478223079577,c0,24.903180801720183,c2,22.844478223079577
benefit,mbp + resp rate,1,2308,-19.68141592920354,-19.68141592920354,-19.68141592920354,c0,99.43362831858407,c2,95.04424778761062,99.43362831858407,24.63315419768324,0.5663716814159292,-24.63315419768324,4.389380530973451,3.101352083719401,0.5663716814159292,-24.74378240787684,95.04424778761062,21.64243032415743,c0,24.63315419768324,c2,21.64243032415743
benefit,creatinine + resp rate,1,2272,-21.916167664670656,-21.916167664670656,-21.916167664670656,c0,97.52871562826314,c2,92.55134006265227,97.52871562826314,22.728241507362313,2.47128437173686,-22.72824150736231,4.97737556561086,3.68934711835681,2.47128437173686,-22.83886971755591,92.55134006265227,19.149522599199088,c0,22.728241507362313,c2,19.149522599199088
benefit,dbp + spo2,1,2223,-18.366592756836663,-18.366592756836663,-18.366592756836663,c0,98.22616407982262,c2,93.64375461936437,98.22616407982262,23.425689958921794,1.7738359201773837,-23.425689958921787,4.582409460458241,3.2943810132041906,1.7738359201773837,-23.536318169115386,93.64375461936437,20.241937155911188,c0,23.425689958921794,c2,20.241937155911188
benefit,mbp + potassium,1,2188,-17.657722987672226,-17.657722987672226,-17.657722987672226,c0,99.49256977165639,c2,94.99818774918448,99.49256977165639,24.69209565075556,0.5074302283436027,-24.69209565075557,4.49438202247191,3.2063535752178605,0.5074302283436027,-24.80272386094917,94.99818774918448,21.596370285731297,c0,24.69209565075556,c2,21.596370285731297
benefit,dbp + sodium,1,2171,-17.34019103600294,-17.34019103600294,-17.34019103600294,c0,99.77957384276267,c2,95.33431300514327,99.77957384276267,24.979099721861843,0.2204261572373255,-24.979099721861843,4.445260837619398,3.157232390365348,0.2204261572373255,-25.089727932055442,95.33431300514327,21.932495541690088,c0,24.979099721861843,c2,21.932495541690088
benefit,mbp + sodium,1,2170,-17.888563049853374,-17.888563049853374,-17.888563049853374,c0,99.45014662756599,c2,94.90469208211144,99.45014662756599,24.649672506665155,0.5498533724340177,-24.64967250666515,4.545454545454546,3.257426098200496,0.5498533724340177,-24.76030071685875,94.90469208211144,21.502874618658254,c0,24.649672506665155,c2,21.502874618658254
benefit,creatinine + mbp,1,2167,-22.88242730720607,-22.88242730720607,-22.88242730720607,c0,95.24163568773234,c2,90.70631970260223,95.24163568773234,20.44116156683151,4.758364312267658,-20.44116156683151,4.5353159851301115,3.2472875378760615,4.758364312267658,-20.55178977702511,90.70631970260223,17.304502239149045,c0,20.44116156683151,c2,17.304502239149045
benefit,mbp + spo2,1,2160,-19.191148416634874,-19.191148416634874,-19.191148416634874,c0,98.43571156047311,c2,93.70469286531858,98.43571156047311,23.63523743957228,1.564288439526898,-23.635237439572272,4.731018695154521,3.4429902479004713,1.564288439526898,-23.74586564976587,93.70469286531858,20.302875401865393,c0,23.63523743957228,c2,20.302875401865393
benefit,creatinine + sapsii,1,2144,-20.439663236669787,-20.439663236669787,-20.439663236669787,c0,78.53366231935142,c2,75.81952767007402,78.53366231935142,3.7331881984505912,21.46633768064857,-3.7331881984505983,2.608389143461403,1.320360696207353,21.572083186464575,-3.738070902828195,75.81952767007402,2.417710206620839,c0,3.7331881984505912,c2,2.417710206620839
benefit,dbp + glucose lab + sodium,1,2083,-17.757367011098356,-17.757367011098356,-17.757367011098356,c0,99.92345962495216,c2,95.29276693455799,99.92345962495216,25.12298550405133,0.07654037504783774,-25.122985504051332,4.6306926903941825,3.3426642431401326,0.07654037504783774,-25.23361371424493,95.29276693455799,21.890949471104804,c0,25.12298550405133,c2,21.890949471104804
benefit,glucose lab + heart rate + mbp,1,2080,-21.91188040912667,-21.91188040912667,-21.91188040912667,c0,99.9213217938631,c2,96.53815892997639,99.9213217938631,25.12084767296227,0.07867820613690008,-25.12084767296227,3.383162863886703,2.095134416632653,0.07867820613690008,-25.23147588315587,96.53815892997639,23.136341466523206,c0,25.12084767296227,c2,23.136341466523206
benefit,heart rate + mbp + resp rate,1,2079,-21.310181531176003,-21.310181531176003,-21.310181531176003,c0,99.84214680347277,c2,96.52722967640095,99.84214680347277,25.041672682571942,0.15785319652722968,-25.04167268257194,3.314917127071823,2.026888679817773,0.15785319652722968,-25.15230089276554,96.52722967640095,23.125412212947765,c0,25.041672682571942,c2,23.125412212947765
benefit,glucose lab + mbp + sodium,1,2078,-18.29314963643322,-18.29314963643322,-18.29314963643322,c0,99.61729812476081,c2,94.87179487179486,99.61729812476081,24.816824003859978,0.3827018752391887,-24.81682400385998,4.745503252965939,3.457474805711889,0.3827018752391887,-24.92745221405358,94.87179487179486,21.469977408341677,c0,24.816824003859978,c2,21.469977408341677
benefit,glucose lab + mbp + potassium,1,2073,-17.927063339731287,-17.927063339731287,-17.927063339731287,c0,99.61612284069098,c2,94.85604606525911,99.61612284069098,24.815648719790147,0.3838771593090211,-24.815648719790147,4.760076775431862,3.4720483281778116,0.3838771593090211,-24.92627692998375,94.85604606525911,21.454228601805923,c0,24.815648719790147,c2,21.454228601805923
benefit,glucose lab + heart rate + sodium,1,2033,-17.653936087295403,-17.653936087295403,-17.653936087295403,c0,99.64925954793453,c2,95.5572876071707,99.64925954793453,24.848785427033704,0.35074045206547155,-24.848785427033697,4.091971940763835,2.803943493509785,0.35074045206547155,-24.959413637227296,95.5572876071707,22.15547014371751,c0,24.848785427033704,c2,22.15547014371751
benefit,glucose lab + heart rate + resp rate,1,1986,-20.178282009724477,-20.178282009724477,-20.178282009724477,c0,99.91896272285251,c2,95.7455429497569,99.91896272285251,25.118488601951682,0.08103727714748785,-25.118488601951682,4.173419773095624,2.885391325841574,0.08103727714748785,-25.229116812145282,95.7455429497569,22.34372548630371,c0,25.118488601951682,c2,22.34372548630371
benefit,glucose lab + mbp + resp rate,1,1956,-20.840266222961727,-20.840266222961727,-20.840266222961727,c0,100.0,c2,95.38269550748753,100.0,25.19952587909917,0.0,-25.19952587909917,4.6173044925124795,3.3292760452584296,0.0,-25.31015408929277,95.38269550748753,21.98087804403434,c0,25.19952587909917,c2,21.98087804403434
benefit,heart rate + platelets,1,1941,-19.672131147540984,-19.672131147540984,-19.672131147540984,c0,99.3960310612597,c2,99.35289042277826,99.3960310612597,24.595556940358875,0.6039689387402933,-24.595556940358875,0.0,-1.28802844725405,0.6471095772217429,-24.663044512071025,99.35289042277826,25.951072959325074,c0,24.595556940358875,c2,25.951072959325074
benefit,heart rate + mbp + spo2,1,1862,-21.15211521152116,-21.15211521152116,-21.15211521152116,c0,99.63996399639964,c2,95.76957695769576,99.63996399639964,24.839489875498813,0.36003600360036003,-24.83948987549881,3.87038703870387,2.58235859144982,0.36003600360036003,-24.95011808569241,95.76957695769576,22.367759494242577,c0,24.839489875498813,c2,22.367759494242577
benefit,heart rate + mbp + potassium,1,1834,-20.69425901201602,-20.69425901201602,-20.69425901201602,c0,99.8220640569395,c2,95.99644128113879,99.8220640569395,25.021589936038666,0.1779359430604982,-25.021589936038673,3.8256227758007118,2.537594328546662,0.1779359430604982,-25.132218146232272,95.99644128113879,22.5946238176856,c0,25.021589936038666,c2,22.5946238176856
