code,label,n_conditions,features_used,axes_used,n_axes,n_pairs,prevalence,mort_t,mort_c,diff,ci_lo,ci_hi,p_perm,score,hb_mean,hb_p50,feature,feature_base,axis,op,thr,q
R167,dbp_mean > q0.65 (70.6),1,dbp_mean,"perfusion,perfusion",1,4429,0.34998024496246544,0.29780988936554526,0.43802212689094605,-0.1402122375254008,-0.16008423471416433,-0.12034024033663726,1.696427306425762e-43,93.3122711669124,10.406141341160534,9.5,dbp_mean,dbp,perfusion,>,70.60217770034843,0.65
R632,urea_mean <= q0.20 (14.95),1,urea_mean,"organ_failure,organ_failure",1,2532,0.2000790201501383,0.22906793048973143,0.41034755134281203,-0.1812796208530806,-0.20647971568273404,-0.15607952602342717,3.8261622850182177e-45,91.21806069609461,8.319075829383888,8.0,urea_mean,urea,organ_failure,<=,14.947368421052632,0.2
R196,glucose_lab_std <= q0.35 (0),1,glucose_lab_std,"other,other",1,4864,0.3843540102726195,0.29276315789473684,0.4212582236842105,-0.12849506578947367,-0.14736526952021317,-0.10962486205873416,1.2422085939044758e-40,89.61552104318817,11.180941611842107,14.0,glucose_lab_std,glucose_lab,other,<=,0.0,0.35
R195,glucose_lab_std <= q0.20 (0),1,glucose_lab_std,"other,other",1,4864,0.3843540102726195,0.29276315789473684,0.4212582236842105,-0.12849506578947367,-0.14736526952021317,-0.10962486205873416,1.2422085939044758e-40,89.61552104318817,11.180941611842107,14.0,glucose_lab_std,glucose_lab,other,<=,0.0,0.2
R473,resp_rate_max <= q0.35 (20),1,resp_rate_max,"respiratory,respiratory",1,4782,0.3778743579612801,0.29778335424508573,0.4232538686741949,-0.12547051442910917,-0.14455168793491335,-0.10638934092330499,5.244570287486872e-38,86.76537826660211,10.363571727310749,9.4,resp_rate_max,resp_rate,respiratory,<=,20.0,0.35
R491,resp_rate_std <= q0.35 (1.78),1,resp_rate_std,"respiratory,respiratory",1,4429,0.34998024496246544,0.30503499661323097,0.4335064348611425,-0.12847143824791152,-0.1483933356463698,-0.10854954084945323,1.2776680484655482e-36,85.49868324311298,10.434183788665614,9.6,resp_rate_std,resp_rate,respiratory,<=,1.7796008774878345,0.35
R157,dbp_delta <= q0.35 (-8.606),1,dbp_delta,"perfusion,perfusion",1,4429,0.34998024496246544,0.31338902686836756,0.43757055768796566,-0.1241815308195981,-0.14418406542136977,-0.1041789962178264,4.588254279807825e-34,82.64371842480162,10.17999548430797,9.2,dbp_delta,dbp,perfusion,<=,-8.606482398271302,0.35
R477,resp_rate_mean <= q0.35 (16.03),1,resp_rate_mean,"respiratory,respiratory",1,4429,0.34998024496246544,0.3070670580266426,0.43057123504177014,-0.12350417701512756,-0.14343454684355555,-0.10357380718669956,6.0466820606913595e-34,82.19293450612088,10.003499661323097,8.9,resp_rate_mean,resp_rate,respiratory,<=,16.030257801899594,0.35
R232,heart_rate_median <= q0.20 (70),1,heart_rate_median,"perfusion,perfusion",1,4796,0.37898064006321613,0.31859883236030023,0.4372393661384487,-0.11864053377814848,-0.13790156480912877,-0.0993795027471682,1.4696367296565768e-33,82.1623172261874,10.068536280233527,9.0,heart_rate_median,heart_rate,perfusion,<=,70.0,0.2
R233,heart_rate_median <= q0.35 (70),1,heart_rate_median,"perfusion,perfusion",1,4796,0.37898064006321613,0.31859883236030023,0.4372393661384487,-0.11864053377814848,-0.13790156480912877,-0.0993795027471682,1.4696367296565768e-33,82.1623172261874,10.068536280233527,9.0,heart_rate_median,heart_rate,perfusion,<=,70.0,0.35
R168,dbp_mean > q0.80 (77.85),1,dbp_mean,"perfusion,perfusion",1,2531,0.2,0.28565784274990125,0.44843935203476887,-0.16278150928486762,-0.18895672478167927,-0.13660629378805597,3.5541726134314066e-34,81.89382261524092,10.964875543263531,11.4,dbp_mean,dbp,perfusion,>,77.8467860906217,0.8
R631,urea_max > q0.80 (36),1,urea_max,"organ_failure,organ_failure",1,2525,0.1995258790991703,0.6083168316831683,0.44673267326732674,0.16158415841584156,0.1344079595788015,0.18876035725288162,2.195482778770633e-31,81.19503472113509,7.69009900990099,7.3,urea_max,urea,organ_failure,>,36.0,0.8
R490,resp_rate_std <= q0.20 (0.9035),1,resp_rate_std,"respiratory,respiratory",1,2531,0.2,0.28921374950612405,0.4468589490320032,-0.15764519952587913,-0.18385941826819044,-0.13143098078356782,4.5597441253937355e-32,79.30979423175032,10.885776372975108,10.8,resp_rate_std,resp_rate,respiratory,<=,0.9035079029052517,0.2
R634,urea_mean > q0.80 (28.34),1,urea_mean,"organ_failure,organ_failure",1,2531,0.2,0.6048992493085736,0.44804425128407743,0.1568549980244962,0.12968680955749223,0.18402318649150018,1.093219190377746e-29,78.91225140352095,7.689095219280916,7.3,urea_mean,urea,organ_failure,>,28.341327074888003,0.8
R285,lactate_slope > q0.80 (0.002694),1,lactate_slope,"perfusion,perfusion",1,2499,0.19747135519557488,0.31052420968387356,0.4669867947178872,-0.1564625850340136,-0.18314147062963196,-0.12978369943839527,1.402138946651992e-30,78.21564469356456,8.99627851140456,8.4,lactate_slope,lactate,perfusion,>,0.0026940055874731398,0.8
R142,creatinine_min <= q0.20 (0.7),1,creatinine_min,"organ_failure,organ_failure",1,2991,0.23634926906361123,0.28284854563691075,0.42561016382480776,-0.142761618187897,-0.1667307799974828,-0.11879245637831123,1.7336307066593215e-31,78.07637988933145,8.187696422601137,7.9,creatinine_min,creatinine,organ_failure,<=,0.7,0.2
R639,urea_median > q0.80 (29),1,urea_median,"organ_failure,organ_failure",1,2504,0.19786645594626628,0.6026357827476039,0.4468849840255591,0.15575079872204478,0.12842675924691763,0.18307483819717194,5.573750270362802e-29,77.9376747802996,7.720726837060703,7.4,urea_median,urea,organ_failure,>,29.0,0.8
R356,mbp_min > q0.65 (67),1,mbp_min,"perfusion,perfusion",1,4333,0.34239431054919006,0.308562197092084,0.42649434571890144,-0.11793214862681745,-0.13808191619423166,-0.09778238105940325,1.8356167212918353e-30,77.62945829277936,10.71322409416109,10.2,mbp_min,mbp,perfusion,>,67.0,0.65
R648,urea_std > q0.80 (5.561),1,urea_std,"organ_failure,organ_failure",1,2530,0.1999209798498617,0.583794466403162,0.4316205533596838,0.15217391304347822,0.12494436764423575,0.17940345844272068,6.387572089317725e-28,76.5421168519261,7.855691699604743,7.5,urea_std,urea,organ_failure,>,5.561150960008185,0.8
