code,label,n_conditions,features_used,axes_used,n_axes,n_pairs,prevalence,mort_t,mort_c,diff,ci_lo,ci_hi,p_perm,score,hb_mean,hb_p50,feature,feature_base,axis,op,thr,q
R99,bilirubin_total_slope > q0.50 (0),1,bilirubin_total_slope,"organ_failure,organ_failure",1,1913,0.1511655472145397,0.553058024046001,0.4317825405122844,0.12127548353371664,0.08982585860510574,0.15272510846232756,4.0894583622878435e-14,53.043295693067805,8.071197072660743,7.7,bilirubin_total_slope,bilirubin_total,organ_failure,>,0.0,0.5
R98,bilirubin_total_slope > q0.35 (0),1,bilirubin_total_slope,"organ_failure,organ_failure",1,1913,0.1511655472145397,0.553058024046001,0.4317825405122844,0.12127548353371664,0.08982585860510574,0.15272510846232756,4.0894583622878435e-14,53.043295693067805,8.071197072660743,7.7,bilirubin_total_slope,bilirubin_total,organ_failure,>,0.0,0.35
R97,bilirubin_total_slope > q0.20 (0),1,bilirubin_total_slope,"organ_failure,organ_failure",1,1913,0.1511655472145397,0.553058024046001,0.4317825405122844,0.12127548353371664,0.08982585860510574,0.15272510846232756,4.0894583622878435e-14,53.043295693067805,8.071197072660743,7.7,bilirubin_total_slope,bilirubin_total,organ_failure,>,0.0,0.2
R478,resp_rate_mean > q0.65 (18.76),1,resp_rate_mean,"respiratory,respiratory",1,4429,0.34998024496246544,0.5077895687514111,0.4283133890268684,0.07947617972454274,0.05875959161798038,0.10019276783110509,5.5089173998919746e-14,52.891979791873005,8.611131180853466,7.7,resp_rate_mean,resp_rate,respiratory,>,18.755710349731146,0.65
R293,ldh_max > q0.65 (180),1,ldh_max,"other,other",1,2743,0.21675227182931647,0.5493984688297484,0.44841414509660954,0.10098432373313887,0.07465732696981722,0.12731132049646052,5.557346514127845e-14,52.88918384138619,7.6350710900473935,7.2,ldh_max,ldh,other,>,180.0,0.65
R292,ldh_max > q0.50 (180),1,ldh_max,"other,other",1,2743,0.21675227182931647,0.5493984688297484,0.44841414509660954,0.10098432373313887,0.07465732696981722,0.12731132049646052,5.557346514127845e-14,52.88918384138619,7.6350710900473935,7.2,ldh_max,ldh,other,>,180.0,0.5
R290,ldh_max > q0.20 (180),1,ldh_max,"other,other",1,2743,0.21675227182931647,0.5493984688297484,0.44841414509660954,0.10098432373313887,0.07465732696981722,0.12731132049646052,5.557346514127845e-14,52.88918384138619,7.6350710900473935,7.2,ldh_max,ldh,other,>,180.0,0.2
R291,ldh_max > q0.35 (180),1,ldh_max,"other,other",1,2743,0.21675227182931647,0.5493984688297484,0.44841414509660954,0.10098432373313887,0.07465732696981722,0.12731132049646052,5.557346514127845e-14,52.88918384138619,7.6350710900473935,7.2,ldh_max,ldh,other,>,180.0,0.35
R209,glucose_vital_median > q0.65 (136),1,glucose_vital_median,"other,other",1,4415,0.3488739628605294,0.3791619479048698,0.4579841449603624,-0.0788221970554926,-0.09933611461163233,-0.058308279499352855,5.033076172564054e-14,52.37377642991901,8.422989807474519,7.9,glucose_vital_median,glucose_vital,other,>,136.0,0.65
R481,resp_rate_median > q0.80 (21),1,resp_rate_median,"respiratory,respiratory",1,2440,0.19280916633741604,0.5409836065573771,0.43565573770491806,0.10532786885245904,0.07743431752147512,0.13322142018344296,1.3507336393140055e-13,52.02812921399537,8.508360655737706,7.6,resp_rate_median,resp_rate,respiratory,>,21.0,0.8
R77,ast_std > q0.65 (0),1,ast_std,"other,other",1,3825,0.30225207427894113,0.5186928104575164,0.4350326797385621,0.08366013071895428,0.06135363106484886,0.1059666303730597,1.9681012659085804e-13,51.74093334108439,7.918431372549019,7.5,ast_std,ast,other,>,0.0,0.65
R76,ast_std > q0.50 (0),1,ast_std,"other,other",1,3825,0.30225207427894113,0.5186928104575164,0.4350326797385621,0.08366013071895428,0.06135363106484886,0.1059666303730597,1.9681012659085804e-13,51.74093334108439,7.918431372549019,7.5,ast_std,ast,other,>,0.0,0.5
R75,ast_std > q0.35 (0),1,ast_std,"other,other",1,3825,0.30225207427894113,0.5186928104575164,0.4350326797385621,0.08366013071895428,0.06135363106484886,0.1059666303730597,1.9681012659085804e-13,51.74093334108439,7.918431372549019,7.5,ast_std,ast,other,>,0.0,0.35
R74,ast_std > q0.20 (0),1,ast_std,"other,other",1,3825,0.30225207427894113,0.5186928104575164,0.4350326797385621,0.08366013071895428,0.06135363106484886,0.1059666303730597,1.9681012659085804e-13,51.74093334108439,7.918431372549019,7.5,ast_std,ast,other,>,0.0,0.2
R82,bilirubin_total_delta > q0.80 (0.2456),1,bilirubin_total_delta,"organ_failure,organ_failure",1,2531,0.2,0.5460292374555512,0.4433030422757803,0.10272619517977088,0.07532519820533413,0.13012719215420765,2.0114964767180942e-13,51.68056766981225,9.488423548004741,8.5,bilirubin_total_delta,bilirubin_total,organ_failure,>,0.24556133178026798,0.8
R480,resp_rate_median > q0.65 (18.5),1,resp_rate_median,"respiratory,respiratory",1,4400,0.34768866060845516,0.5065909090909091,0.4288636363636364,0.0777272727272727,0.05694051363208322,0.09851403182246218,2.319348896079705e-13,51.55843992279756,8.662113636363637,7.8,resp_rate_median,resp_rate,respiratory,>,18.5,0.65
R299,ldh_mean > q0.80 (187.9),1,ldh_mean,"other,other",1,2531,0.2,0.5547214539707626,0.4523903595416831,0.10233109442907945,0.07492810005258163,0.12973408880557727,2.4938924564182535e-13,51.48179625569759,7.615013828526274,7.2,ldh_mean,ldh,other,>,187.8865792759052,0.8
R78,ast_std > q0.80 (4.195),1,ast_std,"other,other",1,2531,0.2,0.5385223231924141,0.43698143026471753,0.10154089292769658,0.07414327716911,0.12893850868628315,3.754156257341296e-13,51.084253427468255,7.953812722244172,7.6,ast_std,ast,other,>,4.194814886107808,0.8
R244,heart_rate_std <= q0.20 (2.774),1,heart_rate_std,"perfusion,perfusion",1,2531,0.2,0.3330699328328724,0.4346108257605689,-0.10154089292769652,-0.12818905807872258,-0.07489272777667047,8.115277804504926e-14,51.08425342746823,10.970248913472934,11.6,heart_rate_std,heart_rate,perfusion,<=,2.774370598318338,0.2
R17,alkaline_phosphatase_std > q0.50 (0),1,alkaline_phosphatase_std,"other,other",1,3800,0.300276570525484,0.5171052631578947,0.435,0.08210526315789474,0.05972431951245349,0.10448620680333598,6.463606677956529e-13,50.61308339279791,7.909184210526315,7.5,alkaline_phosphatase_std,alkaline_phosphatase,other,>,0.0,0.5
R15,alkaline_phosphatase_std > q0.20 (0),1,alkaline_phosphatase_std,"other,other",1,3800,0.300276570525484,0.5171052631578947,0.435,0.08210526315789474,0.05972431951245349,0.10448620680333598,6.463606677956529e-13,50.61308339279791,7.909184210526315,7.5,alkaline_phosphatase_std,alkaline_phosphatase,other,>,0.0,0.2
R18,alkaline_phosphatase_std > q0.65 (0),1,alkaline_phosphatase_std,"other,other",1,3800,0.300276570525484,0.5171052631578947,0.435,0.08210526315789474,0.05972431951245349,0.10448620680333598,6.463606677956529e-13,50.61308339279791,7.909184210526315,7.5,alkaline_phosphatase_std,alkaline_phosphatase,other,>,0.0,0.65
R16,alkaline_phosphatase_std > q0.35 (0),1,alkaline_phosphatase_std,"other,other",1,3800,0.300276570525484,0.5171052631578947,0.435,0.08210526315789474,0.05972431951245349,0.10448620680333598,6.463606677956529e-13,50.61308339279791,7.909184210526315,7.5,alkaline_phosphatase_std,alkaline_phosphatase,other,>,0.0,0.35
R470,resp_rate_delta > q0.65 (1.981),1,resp_rate_delta,"respiratory,respiratory",1,4429,0.34998024496246544,0.3558365319485211,0.4312485888462407,-0.07541205689771957,-0.09569901005141548,-0.05512510374402365,3.196561996862945e-13,50.18727627978862,9.474576653872205,8.5,resp_rate_delta,resp_rate,respiratory,>,1.9811091854419416,0.65
R89,bilirubin_total_mean <= q0.35 (0.7),1,bilirubin_total_mean,"organ_failure,organ_failure",1,4935,0.38996444093243776,0.3762917933130699,0.4474164133738602,-0.07112462006079029,-0.09049352355144981,-0.05175571657013077,6.140616503325356e-13,49.964729201044804,8.484924012158054,7.9,bilirubin_total_mean,bilirubin_total,organ_failure,<=,0.6999999999999996,0.35
R152,creatinine_std <= q0.20 (0),1,creatinine_std,"organ_failure,organ_failure",1,3926,0.31023310944290794,0.3390219052470708,0.41874681609780945,-0.07972491085073863,-0.10111262085808229,-0.05833720084339497,2.7500015761654213e-13,49.9538758218831,11.878986245542535,14.0,creatinine_std,creatinine,organ_failure,<=,0.0,0.2
R37,alt_std > q0.50 (0),1,alt_std,"other,other",1,3815,0.30146187277755826,0.5155963302752293,0.43591087811271295,0.07968545216251638,0.0573447887304403,0.10202611559459246,2.7294175799647882e-12,49.21826638292431,7.927968545216252,7.6,alt_std,alt,other,>,0.0,0.5
R36,alt_std > q0.35 (0),1,alt_std,"other,other",1,3815,0.30146187277755826,0.5155963302752293,0.43591087811271295,0.07968545216251638,0.0573447887304403,0.10202611559459246,2.7294175799647882e-12,49.21826638292431,7.927968545216252,7.6,alt_std,alt,other,>,0.0,0.35
R35,alt_std > q0.20 (0),1,alt_std,"other,other",1,3815,0.30146187277755826,0.5155963302752293,0.43591087811271295,0.07968545216251638,0.0573447887304403,0.10202611559459246,2.7294175799647882e-12,49.21826638292431,7.927968545216252,7.6,alt_std,alt,other,>,0.0,0.2
R38,alt_std > q0.65 (0),1,alt_std,"other,other",1,3815,0.30146187277755826,0.5155963302752293,0.43591087811271295,0.07968545216251638,0.0573447887304403,0.10202611559459246,2.7294175799647882e-12,49.21826638292431,7.927968545216252,7.6,alt_std,alt,other,>,0.0,0.65
R571,sofa_median <= q0.20 (1),1,sofa_median,"severity,severity",1,2852,0.22536546819438957,0.31065918653576435,0.40252454417952316,-0.0918653576437588,-0.11661216832784568,-0.06711854695967193,3.4403797455025367e-13,49.05988555089058,10.662692847124825,10.1,sofa_median,sofa,severity,<=,1.0,0.2
R242,heart_rate_slope > q0.65 (0.01311),1,heart_rate_slope,"perfusion,perfusion",1,4372,0.34547609640458316,0.3469807868252516,0.4210887465690759,-0.07410795974382434,-0.09443762952313121,-0.05377828996451746,9.012132155786633e-13,49.00099892553119,9.857479414455625,8.9,heart_rate_slope,heart_rate,perfusion,>,0.013105549764567289,0.65
R372,phosphorus_max > q0.80 (4.4),1,phosphorus_max,"other,other",1,2506,0.19802449624654286,0.5403032721468476,0.44253790901835593,0.09776536312849166,0.07021670245326182,0.1253140238037215,3.5082538978977612e-12,48.94130562876359,7.989345570630488,7.5,phosphorus_max,phosphorus,other,>,4.4,0.8
R40,any_vasopressor_delta <= q0.20 (-0.02084),1,any_vasopressor_delta,"perfusion,perfusion",1,2532,0.2000790201501383,0.3274091627172196,0.42417061611374407,-0.09676145339652448,-0.12330747591022036,-0.0702154308828286,9.046309517645418e-13,48.689378802926306,8.768601895734596,8.2,any_vasopressor_delta,any_vasopressor,perfusion,<=,-0.020836286321757616,0.2
R560,sofa_delta <= q0.35 (0.2152),1,sofa_delta,"severity,severity",1,4233,0.33449229553536153,0.36569808646350105,0.44011339475549255,-0.0744153082919915,-0.09525143053493691,-0.05357918604904609,2.55861821379758e-12,48.415722768515316,8.428443184502717,7.8,sofa_delta,sofa,severity,<=,0.2152443541878898,0.35
R19,alkaline_phosphatase_std > q0.80 (5.997),1,alkaline_phosphatase_std,"other,other",1,2531,0.2,0.5389174239431055,0.4429079415250889,0.0960094824180166,0.06859300290218859,0.12342596193384461,6.709784037349349e-12,48.301453629862976,7.902173054128803,7.5,alkaline_phosphatase_std,alkaline_phosphatase,other,>,5.996990936186169,0.8
R63,ast_mean > q0.80 (31.28),1,ast_mean,"other,other",1,2531,0.2,0.5440537337020941,0.44843935203476887,0.09561438166732522,0.06819306294983589,0.12303570038481455,8.243430568907635e-12,48.10268221574833,7.923113393915449,7.6,ast_mean,ast,other,>,31.28459343320436,0.8
R566,sofa_max > q0.80 (8),1,sofa_max,"severity,severity",1,1796,0.14192018964836034,0.5801781737193764,0.4671492204899777,0.11302895322939871,0.08057238323449434,0.14548552322430308,8.753633214977843e-12,47.900811585575404,7.923775055679288,7.5,sofa_max,sofa,severity,>,8.0,0.8
R563,sofa_max <= q0.20 (2),1,sofa_max,"severity,severity",1,3373,0.2665349664164362,0.32018974206937445,0.402312481470501,-0.08212273940112658,-0.10496505332406349,-0.059280425478189666,1.8334699509825563e-12,47.694862211890346,10.605751556477912,9.9,sofa_max,sofa,severity,<=,2.0,0.2
R294,ldh_max > q0.80 (205),1,ldh_max,"other,other",1,2524,0.199446858949032,0.5475435816164818,0.4532488114104596,0.09429477020602217,0.06683120845382333,0.12175833195822101,1.7017422142739887e-11,47.37315200515295,7.612202852614896,7.2,ldh_max,ldh,other,>,205.0,0.8
R559,sofa_delta <= q0.20 (-0.3991),1,sofa_delta,"severity,severity",1,2419,0.19114974318451206,0.35675899131872674,0.4518396031417941,-0.09508061182306737,-0.12260840081335322,-0.06755282283278152,1.2894845622579607e-11,46.76381156332907,8.126911947085572,7.7,sofa_delta,sofa,severity,<=,-0.39906347990810537,0.2
R205,glucose_vital_mean > q0.65 (136.3),1,glucose_vital_mean,"other,other",1,4429,0.34998024496246544,0.3829306841273425,0.453149695190788,-0.07021901106344552,-0.09071036683818148,-0.049727655288709566,1.8619922749973034e-11,46.73126623656968,8.370422217204787,7.9,glucose_vital_mean,glucose_vital,other,>,136.30757898946808,0.65
R476,resp_rate_mean <= q0.20 (15.75),1,resp_rate_mean,"respiratory,respiratory",1,2538,0.200553141050968,0.32545311268715527,0.4180457052797478,-0.09259259259259256,-0.1190602105063486,-0.06612497467883652,7.045141100874561e-12,46.64682117707405,9.513081166272656,8.6,resp_rate_mean,resp_rate,respiratory,<=,15.75,0.2
R39,alt_std > q0.80 (3.104),1,alt_std,"other,other",1,2530,0.1999209798498617,0.525296442687747,0.433201581027668,0.09209486166007902,0.06468204338993738,0.11950767993022066,4.557214924918293e-11,46.32289149739944,7.967233201581027,7.6,alt_std,alt,other,>,3.103646907616194,0.8
R647,urea_std > q0.65 (2.813),1,urea_std,"organ_failure,organ_failure",1,4429,0.34998024496246544,0.5039512305260782,0.43440957326710317,0.06954165725897499,0.04880661476702898,0.090276699750921,4.914851962199004e-11,46.28048231788894,7.978324678256943,7.6,urea_std,urea,organ_failure,>,2.8128964383481083,0.65
R583,sofa_std <= q0.35 (0),1,sofa_std,"severity,severity",1,4523,0.35740813907546426,0.35043112978111873,0.41874861817377845,-0.06831748839265972,-0.08831913949228606,-0.048315837293033376,2.1631975218611302e-11,45.9457331134588,10.550939641830642,9.8,sofa_std,sofa,severity,<=,0.0,0.35
R582,sofa_std <= q0.20 (0),1,sofa_std,"severity,severity",1,4523,0.35740813907546426,0.35043112978111873,0.41874861817377845,-0.06831748839265972,-0.08831913949228606,-0.048315837293033376,2.1631975218611302e-11,45.9457331134588,10.550939641830642,9.8,sofa_std,sofa,severity,<=,0.0,0.2
R567,sofa_mean <= q0.20 (1.231),1,sofa_mean,"severity,severity",1,2429,0.1919399446858949,0.30671058048579664,0.39934129271305063,-0.092630712227254,-0.11938263344853119,-0.06587879100597681,1.147591550638326e-11,45.65294103464983,11.011650885137918,11.4,sofa_mean,sofa,severity,<=,1.2307692307692308,0.2
R638,urea_median > q0.65 (18),1,urea_median,"organ_failure,organ_failure",1,4280,0.33820624259186094,0.5200934579439253,0.45070093457943927,0.06939252336448598,0.048268101407351216,0.09051694532162075,1.2066917841605803e-10,45.39777465829392,7.902616822429906,7.6,urea_median,urea,organ_failure,>,18.0,0.65
R364,nee_mcgkgmin_mean > q0.65 (0.0006669),1,nee_mcgkgmin_mean,"perfusion,perfusion",1,4429,0.34998024496246544,0.37186723865432375,0.43982840370286747,-0.06796116504854371,-0.08836474505927891,-0.04755758503780852,6.645092761690578e-11,45.22865317430054,8.595506886430346,8.1,nee_mcgkgmin_mean,nee_mcgkgmin,perfusion,>,0.0006669014084507051,0.65
R201,glucose_vital_max > q0.65 (177),1,glucose_vital_max,"other,other",1,4405,0.3480837613591466,0.38342792281498295,0.4510783200908059,-0.06765039727582295,-0.08819575469571093,-0.04710503985593496,1.0910951235301166e-10,44.89968640001313,8.358138479001134,7.9,glucose_vital_max,glucose_vital,other,>,177.0,0.65
R382,phosphorus_median > q0.80 (3.8),1,phosphorus_median,"other,other",1,2447,0.19336230738838403,0.5263588067020842,0.4360441356763384,0.09031467102574586,0.062431900721461334,0.11819744133003039,2.172730658554496e-10,44.676103564086524,7.952881078872089,7.5,phosphorus_median,phosphorus,other,>,3.8,0.8
R405,platelets_min <= q0.35 (130),1,platelets_min,"organ_failure,organ_failure",1,4450,0.3516396681153694,0.37910112359550563,0.4458426966292135,-0.06674157303370787,-0.08714966595206927,-0.04633348011534646,1.4563157458810684e-10,44.52218232635418,8.035932584269663,7.8,platelets_min,platelets,organ_failure,<=,130.0,0.35
R245,heart_rate_std <= q0.35 (4.967),1,heart_rate_std,"perfusion,perfusion",1,4429,0.34998024496246544,0.3540302551365997,0.4206367125762023,-0.06660645743960258,-0.086848556998698,-0.046364357880507155,1.1232092507561805e-10,44.32708533693903,10.197358320162564,9.1,heart_rate_std,heart_rate,perfusion,<=,4.966732703952332,0.35
R139,creatinine_median > q0.50 (0.9),1,creatinine_median,"organ_failure,organ_failure",1,3980,0.31450019755037534,0.5155778894472361,0.44547738693467337,0.07010050251256278,0.04820279736422979,0.09199820766089577,3.507767237131169e-10,44.22447309013981,7.947236180904523,7.6,creatinine_median,creatinine,organ_failure,>,0.9,0.5
R138,creatinine_median > q0.35 (0.9),1,creatinine_median,"organ_failure,organ_failure",1,3980,0.31450019755037534,0.5155778894472361,0.44547738693467337,0.07010050251256278,0.04820279736422979,0.09199820766089577,3.507767237131169e-10,44.22447309013981,7.947236180904523,7.6,creatinine_median,creatinine,organ_failure,>,0.9,0.35
R140,creatinine_median > q0.65 (0.9),1,creatinine_median,"organ_failure,organ_failure",1,3980,0.31450019755037534,0.5155778894472361,0.44547738693467337,0.07010050251256278,0.04820279736422979,0.09199820766089577,3.507767237131169e-10,44.22447309013981,7.947236180904523,7.6,creatinine_median,creatinine,organ_failure,>,0.9,0.65
R587,spo2_delta <= q0.35 (-1.339),1,spo2_delta,"respiratory,respiratory",1,4429,0.34998024496246544,0.3524497629261684,0.4186046511627907,-0.0661548882366223,-0.08638004257773578,-0.04592973389550882,1.4456273570320643e-10,44.02656272448525,9.39837435086927,8.5,spo2_delta,spo2,respiratory,<=,-1.338754539649594,0.35
R58,ast_max > q0.80 (39),1,ast_max,"other,other",1,2499,0.19747135519557488,0.531812725090036,0.44377751100440177,0.0880352140856342,0.060427018581516334,0.11564340958975206,4.106623719356975e-10,44.008802640880276,7.9478191276510595,7.6,ast_max,ast,other,>,39.0,0.8
R165,dbp_mean <= q0.20 (54.43),1,dbp_mean,"perfusion,perfusion",1,2531,0.2,0.5148162781509285,0.42749901224812326,0.0873172659028052,0.05992022092770015,0.11471431087791024,4.191446041234358e-10,43.928482519340385,8.564757013038326,7.8,dbp_mean,dbp,perfusion,<=,54.42794487616705,0.2
R169,dbp_median <= q0.20 (52),1,dbp_median,"perfusion,perfusion",1,2684,0.21209008297115764,0.4977645305514158,0.41318926974664677,0.08457526080476901,0.058026160344354455,0.11112436126518357,4.2704154659444844e-10,43.816189020363886,8.61859165424739,7.9,dbp_median,dbp,perfusion,<=,52.0,0.2
R103,bilirubin_total_std > q0.35 (0),1,bilirubin_total_std,"organ_failure,organ_failure",1,3731,0.2948241801659423,0.5108549986598767,0.439292414902171,0.07156258375770569,0.048959358761841223,0.09416580875357015,5.454856514347115e-10,43.71179459059924,7.880032162958992,7.5,bilirubin_total_std,bilirubin_total,organ_failure,>,0.0,0.35
R104,bilirubin_total_std > q0.50 (0),1,bilirubin_total_std,"organ_failure,organ_failure",1,3731,0.2948241801659423,0.5108549986598767,0.439292414902171,0.07156258375770569,0.048959358761841223,0.09416580875357015,5.454856514347115e-10,43.71179459059924,7.880032162958992,7.5,bilirubin_total_std,bilirubin_total,organ_failure,>,0.0,0.5
R105,bilirubin_total_std > q0.65 (0),1,bilirubin_total_std,"organ_failure,organ_failure",1,3731,0.2948241801659423,0.5108549986598767,0.439292414902171,0.07156258375770569,0.048959358761841223,0.09416580875357015,5.454856514347115e-10,43.71179459059924,7.880032162958992,7.5,bilirubin_total_std,bilirubin_total,organ_failure,>,0.0,0.65
R102,bilirubin_total_std > q0.20 (0),1,bilirubin_total_std,"organ_failure,organ_failure",1,3731,0.2948241801659423,0.5108549986598767,0.439292414902171,0.07156258375770569,0.048959358761841223,0.09416580875357015,5.454856514347115e-10,43.71179459059924,7.880032162958992,7.5,bilirubin_total_std,bilirubin_total,organ_failure,>,0.0,0.2
R106,bilirubin_total_std > q0.80 (0.09823),1,bilirubin_total_std,"organ_failure,organ_failure",1,2531,0.2,0.5341762149348084,0.447649150533386,0.08652706440142238,0.059086639180497495,0.11396748962234726,6.393581257867944e-10,43.53093969111108,7.888542078229949,7.5,bilirubin_total_std,bilirubin_total,organ_failure,>,0.0982342726793809,0.8
R83,bilirubin_total_max > q0.20 (0.7),1,bilirubin_total_max,"organ_failure,organ_failure",1,2285,0.18056104306598184,0.5356673960612691,0.4446389496717724,0.0910284463894967,0.06216114305527377,0.11989574972371964,6.387945511212619e-10,43.5131208361516,8.018205689277899,7.6,bilirubin_total_max,bilirubin_total,organ_failure,>,0.7,0.2
R84,bilirubin_total_max > q0.35 (0.7),1,bilirubin_total_max,"organ_failure,organ_failure",1,2285,0.18056104306598184,0.5356673960612691,0.4446389496717724,0.0910284463894967,0.06216114305527377,0.11989574972371964,6.387945511212619e-10,43.5131208361516,8.018205689277899,7.6,bilirubin_total_max,bilirubin_total,organ_failure,>,0.7,0.35
R85,bilirubin_total_max > q0.50 (0.7),1,bilirubin_total_max,"organ_failure,organ_failure",1,2285,0.18056104306598184,0.5356673960612691,0.4446389496717724,0.0910284463894967,0.06216114305527377,0.11989574972371964,6.387945511212619e-10,43.5131208361516,8.018205689277899,7.6,bilirubin_total_max,bilirubin_total,organ_failure,>,0.7,0.5
R86,bilirubin_total_max > q0.65 (0.7),1,bilirubin_total_max,"organ_failure,organ_failure",1,2285,0.18056104306598184,0.5356673960612691,0.4446389496717724,0.0910284463894967,0.06216114305527377,0.11989574972371964,6.387945511212619e-10,43.5131208361516,8.018205689277899,7.6,bilirubin_total_max,bilirubin_total,organ_failure,>,0.7,0.65
R87,bilirubin_total_max > q0.80 (0.7),1,bilirubin_total_max,"organ_failure,organ_failure",1,2285,0.18056104306598184,0.5356673960612691,0.4446389496717724,0.0910284463894967,0.06216114305527377,0.11989574972371964,6.387945511212619e-10,43.5131208361516,8.018205689277899,7.6,bilirubin_total_max,bilirubin_total,organ_failure,>,0.7,0.8
R366,nee_mcgkgmin_std > q0.65 (0.005599),1,nee_mcgkgmin_std,"perfusion,perfusion",1,4429,0.34998024496246544,0.375931361481147,0.44118311131180854,-0.06525174983066157,-0.08568052689189894,-0.044822972769424194,3.8385701578681585e-10,43.42551749957759,8.580176111989163,8.1,nee_mcgkgmin_std,nee_mcgkgmin,perfusion,>,0.005598626311013828,0.65
R437,pt_mean > q0.80 (15.35),1,pt_mean,"organ_failure,organ_failure",1,2531,0.2,0.5294350059265113,0.44369814302647176,0.08573686290003951,0.05829996947932212,0.11317375632075691,9.082322571532294e-10,43.13339686288175,7.999012248123272,7.6,pt_mean,pt,organ_failure,>,15.347246468147718,0.8
R570,sofa_mean > q0.80 (6.339),1,sofa_mean,"severity,severity",1,2419,0.19114974318451206,0.5403059115336916,0.45266639107069034,0.08763952046300122,0.05956980219224265,0.1157092387337598,9.385224201548236e-10,43.10403500619897,8.122902025630426,7.6,sofa_mean,sofa,severity,>,6.338641397981787,0.8
R130,creatinine_delta > q0.80 (0.3823),1,creatinine_delta,"organ_failure,organ_failure",1,2530,0.1999209798498617,0.5221343873517786,0.4367588932806324,0.08537549407114625,0.057945715661821426,0.11280527248047108,1.0572258714027239e-09,42.94310971432739,9.605375494071145,8.4,creatinine_delta,creatinine,organ_failure,>,0.38232235701907624,0.8
R351,mbp_median <= q0.35 (73),1,mbp_median,"perfusion,perfusion",1,4613,0.3645199525879099,0.48471710383698247,0.42163451116410144,0.06308259267288102,0.04280749093959325,0.0833576944061688,1.072610055336962e-09,42.845109951788416,8.66431823108606,7.9,mbp_median,mbp,perfusion,<=,73.0,0.35
R347,mbp_mean <= q0.35 (74.71),1,mbp_mean,"perfusion,perfusion",1,4429,0.34998024496246544,0.4852111086023933,0.421539850982163,0.06367125762023029,0.04297928315549984,0.08436323208496074,1.628328724836528e-09,42.373688355989195,8.58322420410928,7.9,mbp_mean,mbp,perfusion,<=,74.71388329979878,0.35
R603,spo2_slope > q0.65 (0.001268),1,spo2_slope,"respiratory,respiratory",1,4371,0.3453970762544449,0.3498055364905056,0.41340654312514297,-0.06360100663463736,-0.08392403163167564,-0.04327798163759907,8.578838819158139e-10,42.04887613769145,9.570464424616793,8.6,spo2_slope,spo2,respiratory,>,0.0012684989429175475,0.65
R61,ast_mean > q0.50 (20),1,ast_mean,"other,other",1,3604,0.2847886210983801,0.5205327413984462,0.4508879023307436,0.06964483906770258,0.046624348783130314,0.09266532935227484,3.0354619424239487e-09,41.81011194196131,7.9114317425083245,7.5,ast_mean,ast,other,>,20.0,0.5
R60,ast_mean > q0.35 (20),1,ast_mean,"other,other",1,3604,0.2847886210983801,0.5205327413984462,0.4508879023307436,0.06964483906770258,0.046624348783130314,0.09266532935227484,3.0354619424239487e-09,41.81011194196131,7.9114317425083245,7.5,ast_mean,ast,other,>,20.0,0.35
R59,ast_mean > q0.20 (20),1,ast_mean,"other,other",1,3604,0.2847886210983801,0.5205327413984462,0.4508879023307436,0.06964483906770258,0.046624348783130314,0.09266532935227484,3.0354619424239487e-09,41.81011194196131,7.9114317425083245,7.5,ast_mean,ast,other,>,20.0,0.2
R62,ast_mean > q0.65 (20),1,ast_mean,"other,other",1,3604,0.2847886210983801,0.5205327413984462,0.4508879023307436,0.06964483906770258,0.046624348783130314,0.09266532935227484,3.0354619424239487e-09,41.81011194196131,7.9114317425083245,7.5,ast_mean,ast,other,>,20.0,0.65
R55,ast_max > q0.35 (20),1,ast_max,"other,other",1,3630,0.2868431450019755,0.5201101928374655,0.4509641873278237,0.06914600550964184,0.04620753702316134,0.09208447399612234,3.457642893358032e-09,41.660109676908064,7.90809917355372,7.5,ast_max,ast,other,>,20.0,0.35
R54,ast_max > q0.20 (20),1,ast_max,"other,other",1,3630,0.2868431450019755,0.5201101928374655,0.4509641873278237,0.06914600550964184,0.04620753702316134,0.09208447399612234,3.457642893358032e-09,41.660109676908064,7.90809917355372,7.5,ast_max,ast,other,>,20.0,0.2
R57,ast_max > q0.65 (20),1,ast_max,"other,other",1,3630,0.2868431450019755,0.5201101928374655,0.4509641873278237,0.06914600550964184,0.04620753702316134,0.09208447399612234,3.457642893358032e-09,41.660109676908064,7.90809917355372,7.5,ast_max,ast,other,>,20.0,0.65
R56,ast_max > q0.50 (20),1,ast_max,"other,other",1,3630,0.2868431450019755,0.5201101928374655,0.4509641873278237,0.06914600550964184,0.04620753702316134,0.09208447399612234,3.457642893358032e-09,41.660109676908064,7.90809917355372,7.5,ast_max,ast,other,>,20.0,0.5
R575,sofa_median > q0.80 (7),1,sofa_median,"severity,severity",1,1733,0.13694192018964835,0.5579919215233698,0.45816503173687245,0.0998268897864974,0.06670541143183131,0.13294836814116348,3.4762031149383684e-09,41.55725199416348,8.071148297749566,7.6,sofa_median,sofa,severity,>,7.0,0.8
R261,hemoglobin_slope <= q0.35 (-0.006063),1,hemoglobin_slope,"anemia,anemia",1,4372,0.34547609640458316,0.36619396157365053,0.42840805123513265,-0.06221408966148212,-0.08268616029042845,-0.041742019032535785,2.5787215925382556e-09,41.13664107328542,8.06299176578225,7.9,hemoglobin_slope,hemoglobin,anemia,<=,-0.006062701558223954,0.35
